File Name,MipLogLevel-2,RootCutLevel-0,RoundingHeurLevel-0,DivingHeurLevel-0,StrongBranching-0,SubMipHeurLevel-0,RoundingHeurLevel-1,RootCutLevel-1,TreeCutLevel-1,TreeCutLevel-0,StrongBranching-1,SubMipHeurLevel-1,DivingHeurLevel-1
train_150_16_instance_3455,1.04,0.69,1.03,1.11,1.45,1.18,0.99,1.23,0.95,0.99,1.03,1.08,1.12
train_150_16_instance_3496,2.92,1.82,2.89,3.48,2.91,2.52,2.81,2.46,2.54,2.49,2.83,2.48,2.92
train_150_16_instance_3510,2.13,1.18,1.4,2.28,2.75,1.97,1.38,1.75,1.28,1.66,2.12,2.27,2.2
train_150_16_instance_3565,2.77,1.3,2.22,2.02,2.77,1.63,2.34,1.93,2.13,1.58,2.73,1.82,2.22
train_150_16_instance_3586,0.96,0.86,1.04,1.07,1.29,0.98,1.23,0.96,1.12,0.88,1.0,1.31,0.98
train_150_16_instance_3625,1.12,0.59,0.93,0.92,1.11,1.02,0.96,1.0,0.84,0.83,0.91,0.83,0.85
train_150_16_instance_3660,1.44,1.32,1.6,1.46,1.86,1.42,1.41,1.6,1.27,1.2,1.52,1.52,1.41
train_150_16_instance_3690,1.91,1.7,1.94,1.83,2.66,1.55,1.89,2.11,1.38,1.55,1.85,1.72,1.79
train_150_16_instance_3738,1.22,1.02,1.44,1.76,2.32,1.19,1.28,1.46,1.15,1.13,1.33,1.17,1.88
train_150_16_instance_3793,1.02,0.78,1.12,1.21,1.35,1.06,1.16,0.98,1.05,1.13,1.01,1.21,1.18
train_150_16_instance_3825,1.41,0.92,1.34,1.26,1.7,1.09,1.35,1.2,1.2,1.22,1.4,1.17,1.35
train_150_16_instance_3902,1.04,0.68,1.0,0.88,1.05,1.09,0.96,0.91,0.93,0.91,1.08,1.07,0.9
train_150_16_instance_3915,1.58,1.03,1.61,1.73,1.29,1.3,1.54,1.56,1.05,1.46,1.61,1.33,1.54
train_150_16_instance_399,2.74,1.72,2.8,2.34,3.5,2.51,2.74,3.01,2.07,1.71,2.6,2.41,2.67
train_150_16_instance_408,1.55,1.39,1.51,1.51,1.88,1.24,1.48,1.45,1.47,2.03,1.55,1.27,1.36
train_150_16_instance_41,1.24,0.83,1.2,1.07,1.09,1.19,1.23,1.08,0.89,1.0,1.19,1.22,1.16
train_150_16_instance_428,1.17,1.16,1.14,1.2,1.84,1.05,1.36,1.2,1.22,1.18,1.17,1.13,1.18
train_150_16_instance_503,2.03,1.62,2.03,1.71,2.56,1.61,2.01,2.78,1.66,1.59,2.15,1.74,1.66
train_150_16_instance_556,2.43,1.55,2.31,2.33,3.13,1.88,2.25,1.86,1.53,1.67,2.23,2.0,2.48
train_150_16_instance_588,1.12,0.76,1.3,1.13,1.6,1.22,1.12,1.04,0.93,1.33,1.14,1.14,1.17
train_150_16_instance_591,1.13,0.73,1.09,0.97,1.15,1.07,1.15,0.95,1.1,1.0,1.07,1.08,1.0
train_150_16_instance_632,1.05,0.78,1.16,1.18,1.45,1.12,1.08,0.98,0.88,1.0,1.21,1.1,1.12
train_150_16_instance_639,1.95,1.31,1.85,2.44,2.83,2.13,1.88,1.9,1.25,1.49,1.87,2.0,2.41
train_150_16_instance_77,0.72,0.35,0.63,0.64,0.44,0.63,0.64,0.44,0.65,0.63,0.82,0.62,0.8
train_150_16_instance_776,3.09,1.74,2.89,1.65,2.54,1.64,2.87,2.1,1.43,1.97,2.97,2.67,1.62
train_150_16_instance_787,1.11,0.66,0.88,0.88,1.15,1.0,1.04,0.85,1.02,0.82,0.92,1.01,0.92
train_150_16_instance_790,2.45,1.67,2.47,2.92,2.95,2.37,2.43,3.13,1.86,1.49,2.42,2.58,3.12
train_150_16_instance_792,1.76,1.28,1.86,1.55,2.52,1.64,1.81,2.31,1.7,1.25,1.82,1.65,1.55
train_150_16_instance_817,1.11,0.89,1.04,0.92,1.67,1.09,1.19,1.09,1.54,1.16,1.08,1.22,0.98
train_150_16_instance_881,1.37,0.89,1.3,1.13,1.39,0.96,1.27,1.01,1.15,1.02,1.34,1.18,1.06
train_150_16_instance_92,2.53,1.91,2.95,2.47,3.06,1.82,2.94,1.89,1.8,1.7,2.51,2.19,2.39
train_150_16_instance_940,2.22,1.5,2.13,1.95,2.7,1.84,1.97,1.77,1.88,1.3,2.07,1.93,2.13
train_150_2_instance_1088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_150_2_instance_1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_150_2_instance_1656,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01
train_150_2_instance_1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_150_2_instance_1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_150_2_instance_2082,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01
train_150_2_instance_2657,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
train_150_2_instance_2771,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02
train_150_2_instance_312,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
train_150_2_instance_3174,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02
train_150_2_instance_3756,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
train_150_32_instance_1054,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13
train_150_32_instance_1091,0.14,0.14,0.14,0.14,0.13,0.13,0.15,0.13,0.15,0.14,0.14,0.14,0.13
train_150_32_instance_1118,0.19,0.22,0.17,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.17
train_150_32_instance_1154,0.17,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.16,0.17,0.17
train_150_32_instance_1206,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.18
train_150_32_instance_1230,0.19,0.22,0.2,0.16,0.18,0.18,0.21,0.19,0.19,0.17,0.18,0.19,0.19
train_150_32_instance_1241,0.15,0.13,0.13,0.14,0.14,0.09,0.14,0.13,0.14,0.14,0.14,0.13,0.14
train_150_32_instance_1271,0.24,0.25,0.24,0.24,0.21,0.24,0.23,0.24,0.23,0.24,0.24,0.24,0.23
train_150_32_instance_128,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14
train_150_32_instance_1282,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
train_150_32_instance_1314,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.13,0.12
train_150_32_instance_1416,0.19,0.18,0.19,0.19,0.2,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.19
train_150_32_instance_1439,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.08
train_150_32_instance_1573,0.22,0.25,0.24,0.23,0.23,0.21,0.23,0.22,0.21,0.21,0.22,0.23,0.22
train_150_32_instance_1587,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.14,0.14,0.12,0.13
train_150_32_instance_165,0.11,0.11,0.12,0.11,0.13,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.12
train_150_32_instance_1665,0.18,0.19,0.2,0.18,0.19,0.19,0.17,0.19,0.19,0.21,0.19,0.17,0.17
train_150_32_instance_1722,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11
train_150_32_instance_1779,0.16,0.18,0.17,0.2,0.19,0.19,0.17,0.19,0.19,0.19,0.17,0.18,0.19
train_150_32_instance_1802,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.11
train_150_32_instance_187,0.19,0.22,0.19,0.19,0.19,0.18,0.2,0.17,0.18,0.19,0.19,0.19,0.18
train_150_32_instance_188,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.14
train_150_32_instance_1945,0.13,0.12,0.13,0.12,0.12,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13
train_150_32_instance_1981,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.15,0.13
train_150_32_instance_199,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09
train_150_32_instance_2005,0.16,0.15,0.16,0.16,0.14,0.16,0.16,0.16,0.14,0.15,0.16,0.16,0.15
train_150_32_instance_2048,0.11,0.12,0.13,0.12,0.1,0.11,0.12,0.12,0.13,0.12,0.11,0.12,0.12
train_150_32_instance_205,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.12,0.09
train_150_32_instance_2165,0.22,0.21,0.22,0.21,0.21,0.18,0.22,0.19,0.21,0.22,0.21,0.2,0.21
train_150_32_instance_2181,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.2,0.17,0.17,0.17,0.19,0.17
train_150_32_instance_2185,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.16
train_150_32_instance_2228,0.16,0.16,0.16,0.16,0.14,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.17
train_150_32_instance_2229,0.1,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14
train_150_32_instance_2263,0.19,0.17,0.18,0.19,0.2,0.18,0.18,0.23,0.21,0.19,0.19,0.19,0.2
train_150_32_instance_2288,0.12,0.13,0.13,0.11,0.11,0.13,0.12,0.13,0.1,0.12,0.13,0.13,0.12
train_150_32_instance_2391,0.19,0.17,0.19,0.17,0.17,0.16,0.19,0.17,0.16,0.18,0.18,0.19,0.19
train_150_32_instance_2454,0.2,0.18,0.17,0.19,0.21,0.16,0.19,0.18,0.17,0.19,0.19,0.18,0.19
train_150_32_instance_2474,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12
train_150_32_instance_2482,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11
train_150_32_instance_2545,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.13,0.14,0.14,0.14,0.13,0.13
train_150_32_instance_2576,0.13,0.12,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.1
train_150_32_instance_2615,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.15
train_150_32_instance_2623,0.15,0.16,0.16,0.12,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.15
train_150_32_instance_2640,0.13,0.13,0.13,0.11,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12
train_150_32_instance_2643,0.15,0.16,0.16,0.17,0.16,0.14,0.15,0.16,0.16,0.16,0.16,0.15,0.16
train_150_32_instance_2653,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.18,0.18
train_150_32_instance_2718,0.23,0.24,0.22,0.21,0.22,0.21,0.22,0.23,0.19,0.24,0.22,0.22,0.21
train_150_32_instance_2767,0.16,0.2,0.17,0.17,0.17,0.17,0.18,0.2,0.16,0.17,0.18,0.18,0.17
train_150_32_instance_2786,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.13
train_150_32_instance_279,0.19,0.2,0.19,0.18,0.18,0.17,0.19,0.19,0.16,0.19,0.19,0.18,0.19
train_150_32_instance_2851,0.17,0.15,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.17
train_150_32_instance_2863,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11
train_150_32_instance_2888,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.12
train_150_32_instance_2985,0.21,0.22,0.22,0.22,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.21,0.21
train_150_32_instance_3053,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.13
train_150_32_instance_3096,0.16,0.15,0.15,0.17,0.17,0.18,0.17,0.17,0.15,0.17,0.19,0.17,0.17
train_150_32_instance_3115,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13
train_150_32_instance_3127,0.24,0.2,0.21,0.22,0.24,0.21,0.23,0.21,0.25,0.21,0.21,0.23,0.23
train_150_32_instance_315,0.19,0.2,0.19,0.19,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.18
train_150_32_instance_3155,0.12,0.13,0.12,0.11,0.12,0.12,0.09,0.12,0.12,0.13,0.12,0.12,0.12
train_150_32_instance_3159,0.18,0.17,0.19,0.19,0.19,0.18,0.16,0.2,0.19,0.18,0.19,0.19,0.17
train_150_32_instance_321,0.18,0.19,0.18,0.19,0.18,0.17,0.18,0.18,0.18,0.19,0.16,0.18,0.19
train_150_32_instance_3218,0.18,0.18,0.18,0.16,0.18,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.18
train_150_32_instance_3221,0.19,0.22,0.19,0.18,0.19,0.18,0.2,0.2,0.19,0.19,0.2,0.2,0.16
train_150_32_instance_3244,0.2,0.2,0.22,0.2,0.2,0.19,0.2,0.17,0.2,0.18,0.19,0.18,0.17
train_150_32_instance_3263,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.08,0.12,0.12,0.11
train_150_32_instance_3266,0.17,0.16,0.17,0.17,0.16,0.15,0.17,0.18,0.17,0.17,0.18,0.17,0.16
train_150_32_instance_3283,0.13,0.13,0.12,0.14,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13
train_150_32_instance_3300,0.13,0.08,0.12,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.14,0.13
train_150_32_instance_3335,0.21,0.2,0.18,0.2,0.25,0.19,0.21,0.22,0.22,0.22,0.22,0.24,0.21
train_150_32_instance_3374,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12
train_150_32_instance_3412,0.16,0.17,0.16,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.17,0.15,0.17
train_150_32_instance_3422,0.12,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13
train_150_32_instance_3499,0.12,0.1,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12
train_150_32_instance_3520,0.15,0.17,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17
train_150_32_instance_3613,0.2,0.21,0.19,0.19,0.24,0.19,0.19,0.19,0.2,0.2,0.2,0.19,0.18
train_150_32_instance_3621,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.14,0.13
train_150_32_instance_367,0.2,0.2,0.2,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.19,0.17,0.21
train_150_32_instance_3671,0.11,0.1,0.11,0.11,0.12,0.09,0.08,0.11,0.11,0.11,0.11,0.11,0.1
train_150_32_instance_3691,0.13,0.13,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.13,0.13
train_150_32_instance_3752,0.19,0.18,0.19,0.19,0.19,0.17,0.16,0.19,0.19,0.19,0.19,0.19,0.19
train_150_32_instance_3770,0.18,0.21,0.2,0.2,0.2,0.18,0.22,0.21,0.21,0.19,0.19,0.2,0.21
train_150_32_instance_3786,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14
train_150_32_instance_382,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.1,0.13,0.13,0.13
train_150_32_instance_3839,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.11,0.13,0.11
train_150_32_instance_3851,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.07
train_150_32_instance_3883,0.17,0.2,0.17,0.18,0.18,0.15,0.17,0.18,0.17,0.17,0.17,0.18,0.18
train_150_32_instance_3927,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.12
train_150_32_instance_3940,0.21,0.25,0.22,0.21,0.25,0.21,0.21,0.22,0.22,0.22,0.19,0.2,0.23
train_150_32_instance_3999,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13
train_150_32_instance_495,0.18,0.19,0.18,0.18,0.16,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18
train_150_32_instance_532,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12
train_150_32_instance_541,0.2,0.19,0.18,0.19,0.2,0.18,0.18,0.19,0.18,0.19,0.16,0.19,0.19
train_150_32_instance_549,0.19,0.2,0.17,0.19,0.19,0.18,0.22,0.19,0.19,0.18,0.19,0.19,0.18
train_150_32_instance_556,0.18,0.18,0.18,0.17,0.16,0.17,0.18,0.19,0.18,0.18,0.17,0.18,0.18
train_150_32_instance_627,0.13,0.14,0.13,0.12,0.13,0.13,0.11,0.13,0.13,0.12,0.13,0.13,0.12
train_150_32_instance_65,0.15,0.19,0.18,0.19,0.19,0.18,0.17,0.17,0.19,0.19,0.17,0.18,0.19
train_150_32_instance_652,0.18,0.18,0.19,0.17,0.18,0.16,0.16,0.17,0.17,0.17,0.18,0.16,0.16
train_150_32_instance_712,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.16,0.13
train_150_32_instance_719,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12
train_150_32_instance_743,0.2,0.21,0.22,0.18,0.21,0.2,0.2,0.2,0.21,0.2,0.19,0.19,0.2
train_150_32_instance_801,0.17,0.18,0.18,0.13,0.15,0.16,0.17,0.15,0.17,0.18,0.16,0.17,0.17
train_150_32_instance_878,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.11,0.12,0.12,0.12
train_150_32_instance_886,0.21,0.23,0.21,0.21,0.21,0.21,0.22,0.22,0.2,0.2,0.2,0.2,0.17
train_150_32_instance_936,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
train_150_32_instance_97,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.1,0.14,0.14
train_150_32_instance_980,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.17
train_150_32_instance_985,0.17,0.18,0.18,0.18,0.17,0.16,0.16,0.17,0.17,0.18,0.18,0.16,0.16
train_150_4_instance_1018,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03
train_150_4_instance_1038,0.11,0.1,0.11,0.1,0.11,0.1,0.12,0.11,0.11,0.12,0.12,0.1,0.1
train_150_4_instance_1059,0.1,0.13,0.1,0.11,0.12,0.07,0.12,0.11,0.11,0.1,0.11,0.06,0.11
train_150_4_instance_1078,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.03
train_150_4_instance_1121,0.08,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09
train_150_4_instance_1158,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.08
train_150_4_instance_1182,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03
train_150_4_instance_1249,0.15,0.13,0.14,0.13,0.13,0.07,0.14,0.16,0.13,0.13,0.13,0.08,0.13
train_150_4_instance_1260,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.07
train_150_4_instance_1269,0.06,0.08,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.06,0.07
train_150_4_instance_127,0.12,0.09,0.13,0.13,0.12,0.13,0.12,0.13,0.19,0.15,0.13,0.13,0.12
train_150_4_instance_1283,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.03
train_150_4_instance_1287,0.03,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03
train_150_4_instance_1316,0.1,0.08,0.09,0.09,0.11,0.08,0.11,0.09,0.1,0.1,0.1,0.09,0.11
train_150_4_instance_1371,0.08,0.07,0.08,0.09,0.07,0.09,0.07,0.1,0.07,0.08,0.08,0.1,0.09
train_150_4_instance_1437,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08
train_150_4_instance_1480,0.12,0.09,0.11,0.13,0.1,0.11,0.12,0.11,0.11,0.11,0.13,0.11,0.11
train_150_4_instance_1493,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09
train_150_4_instance_1494,0.09,0.08,0.09,0.09,0.07,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09
train_150_4_instance_1497,0.06,0.08,0.09,0.09,0.08,0.1,0.08,0.09,0.09,0.09,0.09,0.1,0.09
train_150_4_instance_1502,0.13,0.13,0.14,0.15,0.14,0.07,0.13,0.11,0.13,0.15,0.13,0.07,0.13
train_150_4_instance_1556,0.1,0.07,0.1,0.09,0.09,0.1,0.1,0.1,0.08,0.1,0.1,0.1,0.1
train_150_4_instance_1575,0.1,0.1,0.11,0.1,0.1,0.08,0.1,0.07,0.1,0.1,0.09,0.08,0.09
train_150_4_instance_1622,0.09,0.09,0.08,0.11,0.09,0.11,0.09,0.1,0.1,0.09,0.11,0.11,0.1
train_150_4_instance_164,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.03
train_150_4_instance_1653,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.16,0.08
train_150_4_instance_1704,0.28,0.12,0.22,0.24,0.2,0.23,0.3,0.21,0.22,0.23,0.24,0.23,0.23
train_150_4_instance_1713,0.12,0.09,0.11,0.11,0.09,0.07,0.1,0.09,0.1,0.11,0.11,0.07,0.09
train_150_4_instance_1877,0.07,0.06,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.08,0.07,0.07
train_150_4_instance_1923,0.07,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.08
train_150_4_instance_1996,0.11,0.11,0.11,0.11,0.1,0.07,0.11,0.09,0.1,0.12,0.11,0.07,0.09
train_150_4_instance_2061,0.1,0.08,0.11,0.1,0.1,0.08,0.1,0.09,0.1,0.1,0.1,0.08,0.09
train_150_4_instance_2191,0.03,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.02,0.03,0.03,0.04,0.03
train_150_4_instance_2196,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.06,0.08,0.08
train_150_4_instance_2312,0.07,0.09,0.07,0.07,0.08,0.08,0.08,0.09,0.08,0.08,0.09,0.09,0.09
train_150_4_instance_2358,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.07
train_150_4_instance_2450,0.17,0.08,0.17,0.15,0.13,0.14,0.15,0.08,0.15,0.15,0.13,0.14,0.15
train_150_4_instance_2483,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.13,0.09
train_150_4_instance_249,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.07,0.08,0.07,0.1,0.09
train_150_4_instance_2521,0.11,0.1,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.12,0.12,0.11
train_150_4_instance_2558,0.13,0.14,0.11,0.11,0.13,0.08,0.14,0.13,0.13,0.14,0.12,0.08,0.13
train_150_4_instance_257,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07
train_150_4_instance_2570,0.14,0.12,0.15,0.13,0.14,0.12,0.14,0.15,0.17,0.14,0.13,0.11,0.16
train_150_4_instance_2603,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.1,0.08,0.09,0.09,0.09,0.1
train_150_4_instance_2633,0.08,0.08,0.09,0.09,0.06,0.08,0.1,0.09,0.09,0.1,0.09,0.08,0.09
train_150_4_instance_2690,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
train_150_4_instance_2731,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03
train_150_4_instance_2742,0.1,0.1,0.09,0.08,0.1,0.06,0.1,0.1,0.11,0.1,0.1,0.07,0.09
train_150_4_instance_2758,0.13,0.1,0.12,0.15,0.13,0.15,0.15,0.11,0.12,0.13,0.13,0.13,0.14
train_150_4_instance_2772,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.06,0.08,0.08,0.09,0.07,0.09
train_150_4_instance_2793,0.07,0.08,0.07,0.07,0.08,0.07,0.07,0.08,0.07,0.06,0.07,0.07,0.07
train_150_4_instance_280,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.07
train_150_4_instance_2840,0.14,0.12,0.14,0.15,0.14,0.09,0.15,0.14,0.14,0.14,0.14,0.1,0.15
train_150_4_instance_2898,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.07,0.07,0.08,0.07,0.08
train_150_4_instance_2932,0.13,0.1,0.15,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.15
train_150_4_instance_2933,0.11,0.09,0.1,0.11,0.08,0.11,0.11,0.12,0.09,0.11,0.11,0.11,0.11
train_150_4_instance_2956,0.07,0.08,0.08,0.07,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.07
train_150_4_instance_2973,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.09,0.1,0.1,0.11,0.12,0.1
train_150_4_instance_2978,0.14,0.12,0.14,0.15,0.14,0.08,0.13,0.15,0.14,0.14,0.13,0.09,0.13
train_150_4_instance_3003,0.1,0.08,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.1
train_150_4_instance_3040,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03
train_150_4_instance_3054,0.09,0.08,0.1,0.09,0.1,0.03,0.07,0.09,0.09,0.09,0.09,0.03,0.09
train_150_4_instance_3059,0.17,0.11,0.21,0.17,0.16,0.16,0.2,0.16,0.15,0.17,0.18,0.16,0.22
train_150_4_instance_3087,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.04
train_150_4_instance_3127,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.05,0.09,0.08,0.08,0.08,0.08
train_150_4_instance_3154,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
