File Name,MipLogLevel-2,SubMipHeurLevel-0,SubMipHeurLevel-1,RootCutLevel-0
train_200r_3200c_0.01d_instance_108,0.02,0.01,0.01,0.01
train_200r_3200c_0.01d_instance_1125,0.02,0.01,0.01,0.02
train_200r_3200c_0.01d_instance_1138,0.01,0.01,0.01,0.01
train_200r_3200c_0.01d_instance_1144,0.01,0.01,0.01,0.01
train_200r_3200c_0.01d_instance_1158,0.01,0.01,0.01,0.01
train_200r_3200c_0.01d_instance_156,0.01,0.01,0.01,0.01
train_200r_3200c_0.01d_instance_1575,0.02,0.02,0.02,0.02
train_200r_3200c_0.01d_instance_176,0.01,0.01,0.01,0.01
train_200r_3200c_0.01d_instance_1787,0.01,0.01,0.01,0.01
train_200r_3200c_0.01d_instance_211,0.01,0.01,0.01,0.01
train_200r_3200c_0.01d_instance_618,0.01,0.01,0.01,0.01
train_200r_3200c_0.01d_instance_801,0.01,0.01,0.01,0.01
train_200r_3200c_0.01d_instance_829,0.02,0.02,0.02,0.02
train_200r_3200c_0.01d_instance_906,0.01,0.01,0.01,0.01
train_200r_3200c_0.05d_instance_1004,0.28,0.14,0.11,0.25
train_200r_3200c_0.05d_instance_1009,0.39,0.16,0.26,0.3
train_200r_3200c_0.05d_instance_1129,0.38,0.15,0.38,0.35
train_200r_3200c_0.05d_instance_1285,0.38,0.15,0.34,0.3
train_200r_3200c_0.05d_instance_133,0.28,0.17,0.31,0.28
train_200r_3200c_0.05d_instance_1339,0.2,0.08,0.15,0.19
train_200r_3200c_0.05d_instance_1345,0.11,0.12,0.1,0.11
train_200r_3200c_0.05d_instance_1372,0.3,0.16,0.29,0.28
train_200r_3200c_0.05d_instance_1375,0.03,0.03,0.02,0.03
train_200r_3200c_0.05d_instance_1378,0.44,0.15,0.35,0.36
train_200r_3200c_0.05d_instance_1403,0.63,0.14,0.24,0.38
train_200r_3200c_0.05d_instance_1458,0.16,0.13,0.23,0.13
train_200r_3200c_0.05d_instance_1506,0.21,0.15,0.26,0.15
train_200r_3200c_0.05d_instance_1551,0.28,0.11,0.13,0.26
train_200r_3200c_0.05d_instance_1574,0.03,0.03,0.03,0.03
train_200r_3200c_0.05d_instance_1580,0.31,0.13,0.37,0.27
train_200r_3200c_0.05d_instance_1710,0.33,0.16,0.33,0.24
train_200r_3200c_0.05d_instance_1716,0.47,0.11,0.31,0.31
train_200r_3200c_0.05d_instance_1823,0.03,0.03,0.03,0.03
train_200r_3200c_0.05d_instance_1868,0.16,0.1,0.09,0.23
train_200r_3200c_0.05d_instance_1881,0.09,0.03,0.03,0.1
train_200r_3200c_0.05d_instance_1890,0.32,0.14,0.18,0.28
train_200r_3200c_0.05d_instance_1907,0.27,0.09,0.07,0.21
train_200r_3200c_0.05d_instance_1920,0.31,0.14,0.19,0.27
train_200r_3200c_0.05d_instance_1950,0.43,0.16,0.34,0.36
train_200r_3200c_0.05d_instance_1991,0.43,0.16,0.33,0.29
train_200r_3200c_0.05d_instance_209,0.57,0.13,0.51,0.35
train_200r_3200c_0.05d_instance_282,0.03,0.03,0.03,0.03
train_200r_3200c_0.05d_instance_29,0.24,0.1,0.15,0.26
train_200r_3200c_0.05d_instance_310,0.24,0.18,0.27,0.22
train_200r_3200c_0.05d_instance_341,0.32,0.12,0.23,0.25
train_200r_3200c_0.05d_instance_352,0.33,0.15,0.37,0.29
train_200r_3200c_0.05d_instance_411,0.45,0.15,0.34,0.39
train_200r_3200c_0.05d_instance_536,0.52,0.1,0.31,0.42
train_200r_3200c_0.05d_instance_565,0.33,0.15,0.36,0.3
train_200r_3200c_0.05d_instance_57,0.43,0.13,0.22,0.32
train_200r_3200c_0.05d_instance_577,0.31,0.13,0.39,0.28
train_200r_3200c_0.05d_instance_580,0.27,0.12,0.25,0.28
train_200r_3200c_0.05d_instance_605,0.26,0.11,0.27,0.28
train_200r_3200c_0.05d_instance_681,0.15,0.09,0.11,0.15
train_200r_3200c_0.05d_instance_708,0.03,0.03,0.03,0.03
train_200r_3200c_0.05d_instance_729,0.2,0.08,0.07,0.2
train_200r_3200c_0.05d_instance_732,0.03,0.03,0.03,0.04
train_200r_3200c_0.05d_instance_811,0.27,0.14,0.35,0.29
train_200r_3200c_0.05d_instance_826,0.58,0.17,0.27,0.33
train_200r_3200c_0.05d_instance_881,0.29,0.15,0.28,0.27
train_200r_3200c_0.05d_instance_933,0.25,0.09,0.12,0.2
train_200r_3200c_0.05d_instance_947,0.4,0.15,0.4,0.28
train_200r_3200c_0.05d_instance_998,0.24,0.15,0.25,0.27
train_200r_3200c_0.05d_instance_999,0.27,0.11,0.33,0.26
train_200r_3200c_0.25d_instance_1028,0.24,0.1,0.11,0.2
train_200r_3200c_0.25d_instance_1035,0.39,0.16,0.32,0.32
train_200r_3200c_0.25d_instance_1084,0.23,0.16,0.33,0.21
train_200r_3200c_0.25d_instance_1125,0.2,0.11,0.2,0.18
train_200r_3200c_0.25d_instance_1154,0.09,0.1,0.1,0.09
train_200r_3200c_0.25d_instance_1158,0.29,0.14,0.27,0.29
train_200r_3200c_0.25d_instance_1182,0.33,0.09,0.27,0.3
train_200r_3200c_0.25d_instance_1200,0.3,0.14,0.27,0.33
train_200r_3200c_0.25d_instance_1219,0.21,0.08,0.08,0.18
train_200r_3200c_0.25d_instance_1240,0.32,0.17,0.35,0.31
train_200r_3200c_0.25d_instance_128,0.24,0.11,0.09,0.18
train_200r_3200c_0.25d_instance_1282,0.33,0.15,0.26,0.28
train_200r_3200c_0.25d_instance_1286,0.25,0.11,0.18,0.27
train_200r_3200c_0.25d_instance_1315,0.24,0.09,0.11,0.24
train_200r_3200c_0.25d_instance_1381,0.15,0.11,0.21,0.12
train_200r_3200c_0.25d_instance_1467,0.23,0.12,0.21,0.2
train_200r_3200c_0.25d_instance_15,0.21,0.11,0.18,0.19
train_200r_3200c_0.25d_instance_1515,0.43,0.15,0.36,0.39
train_200r_3200c_0.25d_instance_153,0.35,0.14,0.2,0.25
train_200r_3200c_0.25d_instance_1535,0.17,0.1,0.22,0.2
train_200r_3200c_0.25d_instance_1594,0.34,0.13,0.32,0.3
train_200r_3200c_0.25d_instance_1656,0.29,0.13,0.17,0.26
train_200r_3200c_0.25d_instance_1689,0.28,0.14,0.16,0.28
train_200r_3200c_0.25d_instance_1690,0.3,0.13,0.24,0.26
train_200r_3200c_0.25d_instance_1719,0.44,0.2,0.31,0.34
train_200r_3200c_0.25d_instance_1806,0.34,0.14,0.35,0.27
train_200r_3200c_0.25d_instance_1827,0.26,0.16,0.23,0.23
train_200r_3200c_0.25d_instance_1892,0.16,0.09,0.1,0.16
train_200r_3200c_0.25d_instance_1905,0.38,0.14,0.31,0.31
train_200r_3200c_0.25d_instance_1908,0.45,0.2,0.43,0.29
train_200r_3200c_0.25d_instance_256,0.3,0.22,0.2,0.24
train_200r_3200c_0.25d_instance_259,0.29,0.11,0.22,0.23
train_200r_3200c_0.25d_instance_284,0.36,0.13,0.29,0.31
train_200r_3200c_0.25d_instance_29,0.13,0.06,0.05,0.13
train_200r_3200c_0.25d_instance_294,0.18,0.09,0.1,0.18
train_200r_3200c_0.25d_instance_341,0.24,0.14,0.13,0.23
train_200r_3200c_0.25d_instance_391,0.16,0.13,0.27,0.2
train_200r_3200c_0.25d_instance_420,0.25,0.11,0.11,0.19
train_200r_3200c_0.25d_instance_499,0.3,0.17,0.13,0.29
train_200r_3200c_0.25d_instance_501,0.26,0.1,0.22,0.27
train_200r_3200c_0.25d_instance_535,0.05,0.05,0.04,0.05
train_200r_3200c_0.25d_instance_555,0.18,0.11,0.19,0.18
train_200r_3200c_0.25d_instance_685,0.32,0.14,0.29,0.3
train_200r_3200c_0.25d_instance_726,0.23,0.11,0.1,0.2
train_200r_3200c_0.25d_instance_777,0.33,0.11,0.31,0.3
train_200r_3200c_0.25d_instance_85,0.36,0.23,0.35,0.29
train_200r_3200c_0.25d_instance_857,0.04,0.04,0.05,0.04
train_200r_3200c_0.25d_instance_903,0.45,0.21,0.38,0.37
train_200r_3200c_0.25d_instance_96,0.19,0.1,0.2,0.21
train_200r_3200c_0.25d_instance_965,0.42,0.14,0.35,0.4
train_200r_3200c_0.25d_instance_991,0.04,0.04,0.04,0.04
train_200r_400c_0.01d_instance_1033,0.01,0.01,0.01,0.01
train_200r_400c_0.01d_instance_1145,0.01,0.01,0.01,0.01
train_200r_400c_0.01d_instance_131,0.01,0.01,0.02,0.01
train_200r_400c_0.01d_instance_1518,0.01,0.01,0.01,0.01
train_200r_400c_0.01d_instance_1531,0.01,0.01,0.01,0.01
train_200r_400c_0.01d_instance_1699,0.05,0.04,0.04,0.03
train_200r_400c_0.01d_instance_1833,0.01,0.01,0.01,0.01
train_200r_400c_0.01d_instance_1848,0.01,0.01,0.01,0.01
train_200r_400c_0.01d_instance_264,0.01,0.01,0.01,0.01
train_200r_400c_0.01d_instance_341,0.01,0.01,0.01,0.01
train_200r_400c_0.01d_instance_368,0.01,0.01,0.02,0.01
train_200r_400c_0.01d_instance_591,0.01,0.01,0.01,0.01
train_200r_400c_0.01d_instance_667,0.01,0.01,0.01,0.01
train_200r_400c_0.01d_instance_683,0.01,0.02,0.02,0.01
train_200r_400c_0.01d_instance_924,0.01,0.02,0.02,0.02
train_200r_400c_0.05d_instance_1023,0.16,0.15,0.3,0.28
train_200r_400c_0.05d_instance_1027,0.03,0.04,0.03,0.03
train_200r_400c_0.05d_instance_1097,0.41,0.13,0.26,0.31
train_200r_400c_0.05d_instance_1152,0.22,0.08,0.15,0.22
train_200r_400c_0.05d_instance_1180,0.28,0.15,0.15,0.26
train_200r_400c_0.05d_instance_1215,0.25,0.13,0.11,0.2
train_200r_400c_0.05d_instance_1260,0.13,0.06,0.13,0.13
train_200r_400c_0.05d_instance_1319,0.25,0.12,0.23,0.29
train_200r_400c_0.05d_instance_1325,0.22,0.08,0.11,0.26
train_200r_400c_0.05d_instance_1334,0.09,0.07,0.09,0.09
train_200r_400c_0.05d_instance_1350,0.03,0.03,0.03,0.03
train_200r_400c_0.05d_instance_137,0.18,0.08,0.07,0.18
train_200r_400c_0.05d_instance_1390,0.34,0.16,0.37,0.22
train_200r_400c_0.05d_instance_1420,0.38,0.11,0.24,0.4
train_200r_400c_0.05d_instance_1422,0.29,0.14,0.31,0.3
train_200r_400c_0.05d_instance_1423,0.22,0.13,0.1,0.21
train_200r_400c_0.05d_instance_1458,0.03,0.02,0.03,0.03
train_200r_400c_0.05d_instance_1494,0.03,0.03,0.03,0.03
train_200r_400c_0.05d_instance_1500,0.27,0.12,0.29,0.28
train_200r_400c_0.05d_instance_1506,0.24,0.09,0.14,0.28
train_200r_400c_0.05d_instance_1542,0.03,0.03,0.03,0.03
train_200r_400c_0.05d_instance_1640,0.22,0.13,0.19,0.24
train_200r_400c_0.05d_instance_1650,0.45,0.12,0.23,0.37
train_200r_400c_0.05d_instance_1761,0.26,0.11,0.11,0.27
train_200r_400c_0.05d_instance_1814,0.33,0.16,0.29,0.26
train_200r_400c_0.05d_instance_1847,0.33,0.13,0.38,0.34
train_200r_400c_0.05d_instance_185,0.23,0.09,0.11,0.2
train_200r_400c_0.05d_instance_1882,0.32,0.13,0.37,0.32
train_200r_400c_0.05d_instance_1900,0.03,0.03,0.03,0.02
train_200r_400c_0.05d_instance_1912,0.27,0.08,0.21,0.24
train_200r_400c_0.05d_instance_1914,0.56,0.08,0.39,0.27
train_200r_400c_0.05d_instance_1921,0.24,0.12,0.09,0.23
train_200r_400c_0.05d_instance_1935,0.03,0.03,0.02,0.03
train_200r_400c_0.05d_instance_202,0.2,0.07,0.07,0.24
train_200r_400c_0.05d_instance_21,0.3,0.14,0.4,0.27
train_200r_400c_0.05d_instance_226,0.4,0.14,0.43,0.29
train_200r_400c_0.05d_instance_228,0.23,0.09,0.1,0.3
train_200r_400c_0.05d_instance_268,0.12,0.08,0.08,0.13
train_200r_400c_0.05d_instance_28,0.21,0.07,0.07,0.2
train_200r_400c_0.05d_instance_294,0.43,0.19,0.24,0.3
train_200r_400c_0.05d_instance_335,0.22,0.11,0.19,0.24
train_200r_400c_0.05d_instance_338,0.23,0.09,0.17,0.23
train_200r_400c_0.05d_instance_404,0.05,0.08,0.08,0.05
train_200r_400c_0.05d_instance_442,0.35,0.13,0.29,0.22
train_200r_400c_0.05d_instance_449,0.2,0.13,0.36,0.22
train_200r_400c_0.05d_instance_500,0.11,0.03,0.03,0.11
train_200r_400c_0.05d_instance_573,0.44,0.11,0.16,0.33
train_200r_400c_0.05d_instance_640,0.35,0.14,0.41,0.38
train_200r_400c_0.05d_instance_65,0.26,0.1,0.24,0.23
train_200r_400c_0.05d_instance_667,0.27,0.11,0.18,0.27
train_200r_400c_0.05d_instance_674,0.36,0.15,0.31,0.3
train_200r_400c_0.05d_instance_701,0.12,0.08,0.1,0.12
train_200r_400c_0.05d_instance_730,0.53,0.15,0.27,0.41
train_200r_400c_0.05d_instance_786,0.27,0.13,0.25,0.29
train_200r_400c_0.05d_instance_806,0.37,0.15,0.28,0.3
train_200r_400c_0.05d_instance_826,0.22,0.07,0.15,0.23
train_200r_400c_0.05d_instance_909,0.41,0.1,0.2,0.25
train_200r_400c_0.25d_instance_1091,0.17,0.08,0.09,0.16
train_200r_400c_0.25d_instance_1098,0.18,0.09,0.11,0.17
train_200r_400c_0.25d_instance_1113,0.04,0.04,0.04,0.04
train_200r_400c_0.25d_instance_1277,0.23,0.13,0.21,0.2
train_200r_400c_0.25d_instance_1280,0.18,0.05,0.05,0.16
train_200r_400c_0.25d_instance_1288,0.17,0.1,0.08,0.14
train_200r_400c_0.25d_instance_1291,0.26,0.12,0.13,0.25
train_200r_400c_0.25d_instance_1300,0.16,0.1,0.19,0.15
train_200r_400c_0.25d_instance_1329,0.38,0.11,0.29,0.27
train_200r_400c_0.25d_instance_1346,0.05,0.05,0.05,0.05
train_200r_400c_0.25d_instance_1452,0.22,0.09,0.09,0.2
train_200r_400c_0.25d_instance_1522,0.36,0.12,0.26,0.29
train_200r_400c_0.25d_instance_1624,0.22,0.12,0.1,0.18
train_200r_400c_0.25d_instance_1789,0.36,0.16,0.28,0.28
train_200r_400c_0.25d_instance_183,0.38,0.11,0.23,0.3
train_200r_400c_0.25d_instance_1872,0.43,0.15,0.11,0.21
train_200r_400c_0.25d_instance_192,0.21,0.16,0.26,0.21
train_200r_400c_0.25d_instance_1922,0.31,0.29,0.27,0.21
train_200r_400c_0.25d_instance_1936,0.08,0.07,0.08,0.09
train_200r_400c_0.25d_instance_1938,0.18,0.1,0.21,0.17
train_200r_400c_0.25d_instance_1960,0.35,0.13,0.31,0.29
train_200r_400c_0.25d_instance_1987,0.18,0.1,0.16,0.19
train_200r_400c_0.25d_instance_202,0.25,0.09,0.18,0.23
train_200r_400c_0.25d_instance_206,0.31,0.13,0.3,0.21
train_200r_400c_0.25d_instance_219,0.24,0.09,0.11,0.16
train_200r_400c_0.25d_instance_263,0.25,0.09,0.08,0.25
train_200r_400c_0.25d_instance_269,0.46,0.25,0.4,0.28
train_200r_400c_0.25d_instance_301,0.35,0.17,0.29,0.27
train_200r_400c_0.25d_instance_310,0.23,0.12,0.29,0.22
train_200r_400c_0.25d_instance_375,0.38,0.12,0.38,0.29
train_200r_400c_0.25d_instance_405,0.33,0.12,0.26,0.2
train_200r_400c_0.25d_instance_418,0.34,0.15,0.29,0.27
train_200r_400c_0.25d_instance_536,0.4,0.14,0.28,0.3
train_200r_400c_0.25d_instance_566,0.36,0.15,0.25,0.3
train_200r_400c_0.25d_instance_57,0.21,0.1,0.21,0.17
train_200r_400c_0.25d_instance_574,0.2,0.09,0.11,0.18
train_200r_400c_0.25d_instance_58,0.23,0.12,0.21,0.2
train_200r_400c_0.25d_instance_636,0.42,0.13,0.17,0.28
train_200r_400c_0.25d_instance_645,0.32,0.1,0.11,0.24
train_200r_400c_0.25d_instance_703,0.28,0.1,0.13,0.25
train_200r_400c_0.25d_instance_744,0.36,0.14,0.34,0.34
train_200r_400c_0.25d_instance_746,0.15,0.14,0.11,0.2
train_200r_400c_0.25d_instance_753,0.21,0.1,0.19,0.19
train_200r_400c_0.25d_instance_888,0.19,0.1,0.2,0.18
train_200r_400c_0.25d_instance_932,0.34,0.14,0.32,0.29
train_200r_6400c_0.01d_instance_1013,0.02,0.01,0.02,0.02
train_200r_6400c_0.01d_instance_1125,0.01,0.01,0.01,0.01
train_200r_6400c_0.01d_instance_1175,0.01,0.01,0.01,0.01
train_200r_6400c_0.01d_instance_139,0.02,0.02,0.02,0.02
train_200r_6400c_0.01d_instance_1728,0.05,0.05,0.05,0.03
train_200r_6400c_0.01d_instance_1801,0.01,0.01,0.01,0.01
train_200r_6400c_0.01d_instance_1911,0.04,0.04,0.04,0.02
train_200r_6400c_0.01d_instance_356,0.01,0.01,0.01,0.01
train_200r_6400c_0.01d_instance_369,0.01,0.01,0.01,0.01
train_200r_6400c_0.01d_instance_460,0.01,0.01,0.01,0.01
train_200r_6400c_0.01d_instance_536,0.01,0.01,0.01,0.01
train_200r_6400c_0.01d_instance_601,0.01,0.01,0.01,0.01
train_200r_6400c_0.05d_instance_1001,0.51,0.15,0.43,0.36
train_200r_6400c_0.05d_instance_1007,0.33,0.14,0.24,0.29
train_200r_6400c_0.05d_instance_1118,0.23,0.1,0.09,0.22
train_200r_6400c_0.05d_instance_1167,0.5,0.15,0.32,0.29
train_200r_6400c_0.05d_instance_1186,0.29,0.14,0.27,0.26
train_200r_6400c_0.05d_instance_1251,0.23,0.14,0.17,0.23
train_200r_6400c_0.05d_instance_1294,0.42,0.2,0.31,0.27
train_200r_6400c_0.05d_instance_1332,0.4,0.15,0.42,0.31
train_200r_6400c_0.05d_instance_14,0.22,0.08,0.18,0.18
train_200r_6400c_0.05d_instance_1407,0.24,0.21,0.21,0.25
train_200r_6400c_0.05d_instance_1421,0.54,0.2,0.34,0.29
train_200r_6400c_0.05d_instance_1440,0.23,0.09,0.11,0.26
train_200r_6400c_0.05d_instance_1495,0.51,0.17,0.21,0.35
train_200r_6400c_0.05d_instance_1508,0.26,0.13,0.22,0.24
train_200r_6400c_0.05d_instance_1571,0.24,0.09,0.26,0.23
train_200r_6400c_0.05d_instance_1659,0.28,0.13,0.29,0.26
train_200r_6400c_0.05d_instance_1764,0.03,0.03,0.03,0.04
train_200r_6400c_0.05d_instance_1776,0.2,0.15,0.35,0.16
train_200r_6400c_0.05d_instance_178,0.31,0.12,0.25,0.28
train_200r_6400c_0.05d_instance_1810,0.24,0.15,0.1,0.21
train_200r_6400c_0.05d_instance_1815,0.21,0.16,0.38,0.23
train_200r_6400c_0.05d_instance_1825,0.28,0.14,0.21,0.21
train_200r_6400c_0.05d_instance_1888,0.22,0.09,0.11,0.22
train_200r_6400c_0.05d_instance_1965,0.21,0.08,0.07,0.24
train_200r_6400c_0.05d_instance_312,0.32,0.17,0.32,0.3
train_200r_6400c_0.05d_instance_319,0.34,0.16,0.28,0.35
train_200r_6400c_0.05d_instance_32,0.62,0.13,0.28,0.42
train_200r_6400c_0.05d_instance_330,0.27,0.13,0.1,0.24
train_200r_6400c_0.05d_instance_332,0.36,0.1,0.3,0.3
train_200r_6400c_0.05d_instance_345,0.33,0.11,0.15,0.28
train_200r_6400c_0.05d_instance_346,0.53,0.13,0.34,0.31
train_200r_6400c_0.05d_instance_388,0.24,0.13,0.09,0.22
train_200r_6400c_0.05d_instance_412,0.19,0.16,0.39,0.2
train_200r_6400c_0.05d_instance_423,0.25,0.17,0.3,0.25
train_200r_6400c_0.05d_instance_477,0.54,0.12,0.21,0.44
train_200r_6400c_0.05d_instance_578,0.48,0.19,0.27,0.43
train_200r_6400c_0.05d_instance_584,0.59,0.15,0.2,0.39
train_200r_6400c_0.05d_instance_632,0.03,0.03,0.03,0.03
train_200r_6400c_0.05d_instance_672,0.32,0.16,0.34,0.34
train_200r_6400c_0.05d_instance_690,0.23,0.07,0.17,0.24
train_200r_6400c_0.05d_instance_695,0.17,0.09,0.12,0.14
train_200r_6400c_0.05d_instance_746,0.39,0.16,0.37,0.36
train_200r_6400c_0.05d_instance_814,0.27,0.13,0.41,0.26
train_200r_6400c_0.05d_instance_820,0.26,0.11,0.12,0.23
train_200r_6400c_0.05d_instance_860,0.41,0.11,0.38,0.33
train_200r_6400c_0.05d_instance_890,0.36,0.14,0.26,0.31
train_200r_6400c_0.05d_instance_99,0.2,0.14,0.21,0.25
train_200r_6400c_0.25d_instance_1083,0.34,0.13,0.13,0.26
train_200r_6400c_0.25d_instance_1092,0.28,0.11,0.12,0.26
train_200r_6400c_0.25d_instance_1102,0.43,0.16,0.34,0.32
train_200r_6400c_0.25d_instance_1111,0.3,0.12,0.17,0.26
train_200r_6400c_0.25d_instance_1156,0.37,0.17,0.23,0.31
train_200r_6400c_0.25d_instance_1190,0.31,0.11,0.12,0.19
train_200r_6400c_0.25d_instance_1216,0.29,0.17,0.36,0.26
train_200r_6400c_0.25d_instance_1246,0.31,0.12,0.18,0.27
train_200r_6400c_0.25d_instance_1251,0.28,0.13,0.19,0.26
train_200r_6400c_0.25d_instance_1313,0.27,0.11,0.21,0.23
train_200r_6400c_0.25d_instance_1319,0.28,0.11,0.19,0.3
train_200r_6400c_0.25d_instance_1320,0.39,0.16,0.31,0.35
train_200r_6400c_0.25d_instance_1326,0.28,0.16,0.24,0.29
train_200r_6400c_0.25d_instance_1343,0.38,0.17,0.29,0.29
train_200r_6400c_0.25d_instance_1409,0.27,0.18,0.31,0.26
train_200r_6400c_0.25d_instance_1426,0.32,0.18,0.15,0.29
train_200r_6400c_0.25d_instance_1437,0.29,0.14,0.32,0.26
train_200r_6400c_0.25d_instance_1445,0.3,0.14,0.31,0.26
train_200r_6400c_0.25d_instance_1454,0.3,0.14,0.27,0.29
train_200r_6400c_0.25d_instance_1485,0.25,0.13,0.13,0.25
train_200r_6400c_0.25d_instance_1487,0.51,0.2,0.41,0.49
train_200r_6400c_0.25d_instance_1490,0.28,0.16,0.13,0.27
train_200r_6400c_0.25d_instance_1537,0.36,0.14,0.26,0.28
train_200r_6400c_0.25d_instance_1539,0.38,0.18,0.31,0.38
train_200r_6400c_0.25d_instance_1546,0.26,0.13,0.14,0.24
train_200r_6400c_0.25d_instance_1562,0.2,0.12,0.14,0.16
train_200r_6400c_0.25d_instance_1565,0.28,0.16,0.13,0.27
train_200r_6400c_0.25d_instance_1574,0.2,0.11,0.12,0.16
train_200r_6400c_0.25d_instance_1579,0.5,0.15,0.37,0.32
train_200r_6400c_0.25d_instance_1660,0.44,0.26,0.4,0.32
train_200r_6400c_0.25d_instance_1664,0.21,0.11,0.11,0.18
train_200r_6400c_0.25d_instance_1692,0.19,0.12,0.13,0.17
train_200r_6400c_0.25d_instance_1736,0.34,0.14,0.25,0.28
train_200r_6400c_0.25d_instance_1742,0.29,0.17,0.14,0.26
train_200r_6400c_0.25d_instance_1749,0.25,0.1,0.11,0.27
train_200r_6400c_0.25d_instance_1751,0.34,0.15,0.23,0.32
train_200r_6400c_0.25d_instance_18,0.21,0.12,0.18,0.18
train_200r_6400c_0.25d_instance_1847,0.29,0.15,0.26,0.28
train_200r_6400c_0.25d_instance_191,0.34,0.13,0.15,0.24
train_200r_6400c_0.25d_instance_208,0.35,0.14,0.4,0.31
train_200r_6400c_0.25d_instance_25,0.35,0.14,0.21,0.31
train_200r_6400c_0.25d_instance_288,0.34,0.15,0.31,0.31
train_200r_6400c_0.25d_instance_331,0.32,0.13,0.16,0.25
train_200r_6400c_0.25d_instance_332,0.18,0.12,0.2,0.18
train_200r_6400c_0.25d_instance_479,0.29,0.13,0.15,0.27
train_200r_6400c_0.25d_instance_521,0.27,0.15,0.13,0.24
train_200r_6400c_0.25d_instance_609,0.27,0.11,0.18,0.27
train_200r_6400c_0.25d_instance_696,0.24,0.11,0.13,0.26
train_200r_6400c_0.25d_instance_697,0.29,0.12,0.14,0.21
train_200r_6400c_0.25d_instance_746,0.28,0.16,0.26,0.27
train_200r_6400c_0.25d_instance_844,0.22,0.12,0.18,0.24
train_200r_6400c_0.25d_instance_857,0.32,0.13,0.16,0.3
train_200r_6400c_0.25d_instance_930,0.19,0.23,0.19,0.23
train_200r_6400c_0.25d_instance_937,0.31,0.14,0.22,0.27
train_200r_6400c_0.25d_instance_96,0.28,0.18,0.15,0.28
train_200r_6400c_0.25d_instance_993,0.13,0.1,0.11,0.13
train_200r_800c_0.01d_instance_1065,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_1119,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_1129,0.0,0.0,0.0,0.0
train_200r_800c_0.01d_instance_1215,0.01,0.02,0.01,0.01
train_200r_800c_0.01d_instance_1255,0.01,0.01,0.02,0.02
train_200r_800c_0.01d_instance_1303,0.01,0.02,0.02,0.02
train_200r_800c_0.01d_instance_1327,0.01,0.01,0.01,0.02
train_200r_800c_0.01d_instance_1458,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_1532,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_1589,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_162,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_1836,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_1890,0.02,0.01,0.01,0.02
train_200r_800c_0.01d_instance_33,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_49,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_491,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_531,0.01,0.02,0.02,0.02
train_200r_800c_0.01d_instance_576,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_616,0.02,0.01,0.01,0.01
train_200r_800c_0.01d_instance_647,0.01,0.02,0.02,0.01
train_200r_800c_0.01d_instance_866,0.01,0.01,0.01,0.01
train_200r_800c_0.01d_instance_898,0.05,0.05,0.05,0.02
train_200r_800c_0.01d_instance_970,0.01,0.01,0.01,0.01
train_200r_800c_0.05d_instance_1004,0.33,0.14,0.43,0.24
train_200r_800c_0.05d_instance_1005,0.49,0.16,0.3,0.33
train_200r_800c_0.05d_instance_1044,0.23,0.09,0.1,0.24
train_200r_800c_0.05d_instance_1080,0.48,0.14,0.48,0.26
train_200r_800c_0.05d_instance_1137,0.28,0.15,0.16,0.23
train_200r_800c_0.05d_instance_1166,0.25,0.09,0.26,0.21
train_200r_800c_0.05d_instance_1177,0.22,0.13,0.11,0.22
train_200r_800c_0.05d_instance_1225,0.31,0.16,0.31,0.28
train_200r_800c_0.05d_instance_1275,0.39,0.1,0.26,0.25
train_200r_800c_0.05d_instance_1285,0.26,0.09,0.09,0.23
train_200r_800c_0.05d_instance_1350,0.34,0.13,0.34,0.28
train_200r_800c_0.05d_instance_1365,0.36,0.15,0.16,0.28
train_200r_800c_0.05d_instance_1372,0.21,0.15,0.25,0.16
train_200r_800c_0.05d_instance_1472,0.3,0.15,0.22,0.33
train_200r_800c_0.05d_instance_1481,0.27,0.1,0.19,0.23
train_200r_800c_0.05d_instance_1501,0.54,0.13,0.42,0.32
train_200r_800c_0.05d_instance_1523,0.41,0.13,0.2,0.31
train_200r_800c_0.05d_instance_1526,0.15,0.11,0.16,0.1
train_200r_800c_0.05d_instance_1541,0.03,0.03,0.03,0.03
train_200r_800c_0.05d_instance_1695,0.22,0.12,0.22,0.24
train_200r_800c_0.05d_instance_1764,0.14,0.1,0.15,0.19
train_200r_800c_0.05d_instance_1786,0.15,0.09,0.18,0.17
train_200r_800c_0.05d_instance_1831,0.1,0.07,0.08,0.09
train_200r_800c_0.05d_instance_1883,0.03,0.03,0.03,0.03
train_200r_800c_0.05d_instance_1916,0.12,0.07,0.12,0.12
train_200r_800c_0.05d_instance_1917,0.11,0.04,0.04,0.12
train_200r_800c_0.05d_instance_1922,0.33,0.12,0.33,0.33
