File Name,MipLogLevel-2,SubMipHeurLevel-0,SubMipHeurLevel-1,RootCutLevel-0
train_800r_400c_0.25d_instance_1783,0.99,0.43,0.7,0.82
train_800r_400c_0.25d_instance_1793,0.39,0.26,0.56,0.33
train_800r_400c_0.25d_instance_1816,0.86,0.46,0.68,0.66
train_800r_400c_0.25d_instance_1840,0.84,0.46,0.69,0.68
train_800r_400c_0.25d_instance_1861,0.6,0.42,0.66,0.52
train_800r_400c_0.25d_instance_1909,0.69,0.41,0.63,0.78
train_800r_400c_0.25d_instance_196,0.82,0.57,0.9,0.85
train_800r_400c_0.25d_instance_224,0.94,0.42,0.83,0.79
train_800r_400c_0.25d_instance_243,1.23,0.53,1.23,1.21
train_800r_400c_0.25d_instance_254,0.62,0.39,0.5,0.57
train_800r_400c_0.25d_instance_273,1.12,0.44,0.89,0.98
train_800r_400c_0.25d_instance_294,1.07,0.45,1.08,0.91
train_800r_400c_0.25d_instance_298,0.83,0.49,0.74,0.59
train_800r_400c_0.25d_instance_303,0.7,0.47,0.66,0.77
train_800r_400c_0.25d_instance_31,0.76,0.42,0.87,0.71
train_800r_400c_0.25d_instance_316,0.48,0.33,0.32,0.5
train_800r_400c_0.25d_instance_373,0.71,0.43,0.63,0.62
train_800r_400c_0.25d_instance_374,0.68,0.58,0.64,0.66
train_800r_400c_0.25d_instance_380,0.8,0.45,0.81,0.76
train_800r_400c_0.25d_instance_433,1.21,0.5,1.15,1.18
train_800r_400c_0.25d_instance_442,0.69,0.4,0.64,0.79
train_800r_400c_0.25d_instance_459,0.73,0.45,0.62,0.57
train_800r_400c_0.25d_instance_581,0.95,0.57,0.83,0.49
train_800r_400c_0.25d_instance_588,0.93,0.48,0.75,0.6
train_800r_400c_0.25d_instance_592,0.94,0.46,0.96,0.91
train_800r_400c_0.25d_instance_593,1.0,0.54,0.83,0.91
train_800r_400c_0.25d_instance_62,0.75,0.42,0.62,0.6
train_800r_400c_0.25d_instance_672,1.32,0.65,1.17,1.42
train_800r_400c_0.25d_instance_699,0.84,0.62,0.91,0.88
train_800r_400c_0.25d_instance_740,0.9,0.47,0.78,0.93
train_800r_400c_0.25d_instance_751,1.78,0.65,1.26,1.62
train_800r_400c_0.25d_instance_760,0.9,0.56,0.6,0.56
train_800r_400c_0.25d_instance_789,0.76,0.51,0.7,0.79
train_800r_400c_0.25d_instance_825,0.6,0.61,0.7,0.66
train_800r_400c_0.25d_instance_913,0.61,0.4,0.42,0.54
train_800r_400c_0.25d_instance_948,0.81,0.44,0.68,0.64
train_800r_400c_0.25d_instance_965,0.71,0.42,0.71,0.59
train_800r_6400c_0.01d_instance_1012,1.92,0.72,0.85,1.23
train_800r_6400c_0.01d_instance_1079,4.58,1.55,1.6,3.32
train_800r_6400c_0.01d_instance_1119,0.51,0.41,0.45,0.82
train_800r_6400c_0.01d_instance_114,1.03,0.59,0.49,0.94
train_800r_6400c_0.01d_instance_1141,5.14,2.3,3.27,2.53
train_800r_6400c_0.01d_instance_1149,1.89,0.7,0.8,1.09
train_800r_6400c_0.01d_instance_1177,3.14,2.43,1.94,3.84
train_800r_6400c_0.01d_instance_1201,1.47,0.42,0.57,1.03
train_800r_6400c_0.01d_instance_1222,1.99,0.69,0.82,1.39
train_800r_6400c_0.01d_instance_1230,1.1,0.42,0.66,0.73
train_800r_6400c_0.01d_instance_1322,2.53,1.23,1.67,1.65
train_800r_6400c_0.01d_instance_133,1.58,0.53,1.14,1.03
train_800r_6400c_0.01d_instance_1367,1.1,0.51,0.51,0.71
train_800r_6400c_0.01d_instance_1390,3.81,1.94,1.78,2.6
train_800r_6400c_0.01d_instance_1474,0.46,0.27,0.5,0.76
train_800r_6400c_0.01d_instance_1498,2.22,1.21,1.35,1.68
train_800r_6400c_0.01d_instance_15,1.86,0.45,0.9,1.22
train_800r_6400c_0.01d_instance_1506,1.35,0.74,0.71,0.93
train_800r_6400c_0.01d_instance_1533,4.37,2.56,2.22,3.22
train_800r_6400c_0.01d_instance_1551,0.61,0.59,0.51,0.72
train_800r_6400c_0.01d_instance_1605,0.6,0.47,0.47,0.71
train_800r_6400c_0.01d_instance_1630,1.31,0.6,0.61,0.91
train_800r_6400c_0.01d_instance_1660,1.69,0.6,0.8,1.2
train_800r_6400c_0.01d_instance_1661,0.49,0.37,0.39,0.57
train_800r_6400c_0.01d_instance_1679,1.27,0.63,0.65,0.86
train_800r_6400c_0.01d_instance_177,1.87,0.99,0.75,1.45
train_800r_6400c_0.01d_instance_1788,1.48,0.74,1.23,1.37
train_800r_6400c_0.01d_instance_1810,1.91,1.19,1.48,1.6
train_800r_6400c_0.01d_instance_1836,1.67,0.64,1.01,1.26
train_800r_6400c_0.01d_instance_1843,2.29,1.37,1.29,1.68
train_800r_6400c_0.01d_instance_1879,2.24,1.43,1.38,2.17
train_800r_6400c_0.01d_instance_1893,2.82,0.93,1.65,1.93
train_800r_6400c_0.01d_instance_1934,2.05,0.93,0.96,1.3
train_800r_6400c_0.01d_instance_263,1.56,0.44,1.05,1.27
train_800r_6400c_0.01d_instance_274,1.62,0.8,1.04,1.12
train_800r_6400c_0.01d_instance_277,1.77,0.74,0.73,1.16
train_800r_6400c_0.01d_instance_300,2.75,1.19,1.3,1.72
train_800r_6400c_0.01d_instance_318,1.66,0.53,0.7,1.21
train_800r_6400c_0.01d_instance_325,1.29,0.47,0.69,0.83
train_800r_6400c_0.01d_instance_340,3.5,1.57,3.09,2.63
train_800r_6400c_0.01d_instance_354,2.06,1.01,0.86,1.67
train_800r_6400c_0.01d_instance_429,1.9,0.57,0.8,1.45
train_800r_6400c_0.01d_instance_549,2.88,1.8,1.75,2.17
train_800r_6400c_0.01d_instance_555,2.22,0.71,1.2,1.47
train_800r_6400c_0.01d_instance_572,2.25,1.05,0.99,1.51
train_800r_6400c_0.01d_instance_622,2.29,0.88,1.17,1.59
train_800r_6400c_0.01d_instance_646,1.92,1.04,1.5,1.74
train_800r_6400c_0.01d_instance_776,0.63,0.45,0.51,0.53
train_800r_6400c_0.01d_instance_829,2.37,1.37,1.49,1.94
train_800r_6400c_0.01d_instance_857,2.07,0.95,1.15,1.73
train_800r_6400c_0.01d_instance_862,2.06,0.51,0.8,1.34
train_800r_6400c_0.01d_instance_915,2.67,1.71,1.66,2.0
train_800r_6400c_0.01d_instance_919,1.9,0.73,0.99,1.18
train_800r_6400c_0.01d_instance_93,1.81,0.69,0.93,1.5
train_800r_6400c_0.01d_instance_940,2.26,0.92,1.02,1.96
train_800r_6400c_0.01d_instance_954,3.44,2.82,2.71,3.21
train_800r_6400c_0.01d_instance_967,1.94,1.09,1.55,1.35
train_800r_6400c_0.05d_instance_1046,2.49,1.16,4.24,2.07
train_800r_6400c_0.05d_instance_1065,4.95,2.36,3.08,3.59
train_800r_6400c_0.05d_instance_1076,2.24,1.29,2.55,1.98
train_800r_6400c_0.05d_instance_1197,3.43,1.36,3.39,3.89
train_800r_6400c_0.05d_instance_1204,12.99,6.89,13.22,12.14
train_800r_6400c_0.05d_instance_1211,1.57,1.0,1.41,1.2
train_800r_6400c_0.05d_instance_1238,3.8,1.63,3.88,4.49
train_800r_6400c_0.05d_instance_1309,1.39,0.76,1.97,1.32
train_800r_6400c_0.05d_instance_1321,3.15,1.25,2.73,3.35
train_800r_6400c_0.05d_instance_1338,22.97,17.58,18.91,20.51
train_800r_6400c_0.05d_instance_1342,3.52,1.44,3.44,3.32
train_800r_6400c_0.05d_instance_1348,2.08,1.01,2.1,1.75
train_800r_6400c_0.05d_instance_1351,2.4,1.26,3.17,2.25
train_800r_6400c_0.05d_instance_1355,3.31,1.38,2.98,4.05
train_800r_6400c_0.05d_instance_1383,4.43,2.19,4.21,3.84
train_800r_6400c_0.05d_instance_1408,1.49,0.79,1.26,0.97
train_800r_6400c_0.05d_instance_1458,2.44,1.43,2.37,1.94
train_800r_6400c_0.05d_instance_1477,4.95,2.51,4.13,4.76
train_800r_6400c_0.05d_instance_1495,2.82,1.02,2.19,2.33
train_800r_6400c_0.05d_instance_1572,11.76,6.61,12.97,11.41
train_800r_6400c_0.05d_instance_1583,7.36,3.62,6.1,6.98
train_800r_6400c_0.05d_instance_1593,7.64,4.45,6.29,7.43
train_800r_6400c_0.05d_instance_1689,4.6,2.23,3.76,4.7
train_800r_6400c_0.05d_instance_171,4.71,2.25,6.0,5.17
train_800r_6400c_0.05d_instance_1760,9.49,5.16,9.56,8.92
train_800r_6400c_0.05d_instance_1792,3.44,1.65,4.2,4.24
train_800r_6400c_0.05d_instance_1807,7.15,4.07,7.69,6.23
train_800r_6400c_0.05d_instance_1809,4.54,2.68,4.14,4.11
train_800r_6400c_0.05d_instance_1820,5.24,3.13,5.62,4.53
train_800r_6400c_0.05d_instance_1883,6.77,3.46,4.74,5.14
train_800r_6400c_0.05d_instance_1892,5.28,2.44,5.1,4.8
train_800r_6400c_0.05d_instance_1893,9.79,5.17,9.04,9.49
train_800r_6400c_0.05d_instance_1972,7.85,4.12,7.83,8.08
train_800r_6400c_0.05d_instance_203,5.06,3.0,5.07,4.75
train_800r_6400c_0.05d_instance_285,2.07,0.88,1.77,1.59
train_800r_6400c_0.05d_instance_355,1.38,0.59,1.46,1.04
train_800r_6400c_0.05d_instance_472,4.36,1.68,4.29,3.49
train_800r_6400c_0.05d_instance_477,4.35,2.02,3.28,3.36
train_800r_6400c_0.05d_instance_49,8.47,4.8,10.17,9.75
train_800r_6400c_0.05d_instance_535,7.56,3.78,6.41,5.46
train_800r_6400c_0.05d_instance_569,4.81,3.21,5.07,4.88
train_800r_6400c_0.05d_instance_615,1.7,1.01,1.79,1.4
train_800r_6400c_0.05d_instance_63,3.94,2.1,4.52,3.63
train_800r_6400c_0.05d_instance_726,2.43,1.16,1.73,2.19
train_800r_6400c_0.05d_instance_830,4.71,2.1,3.68,3.9
train_800r_6400c_0.05d_instance_836,5.36,2.98,4.81,5.71
train_800r_6400c_0.05d_instance_859,1.47,0.77,1.28,1.2
train_800r_6400c_0.05d_instance_86,8.93,5.42,8.96,9.3
train_800r_6400c_0.05d_instance_92,2.01,1.11,1.72,1.9
train_800r_6400c_0.05d_instance_933,6.78,3.89,5.21,6.72
train_800r_6400c_0.05d_instance_965,3.52,2.27,3.01,3.93
train_800r_6400c_0.25d_instance_1018,1.05,0.78,0.94,1.1
train_800r_6400c_0.25d_instance_1029,1.74,1.2,1.54,1.52
train_800r_6400c_0.25d_instance_1037,2.3,1.81,2.12,2.24
train_800r_6400c_0.25d_instance_1083,2.08,1.55,1.81,1.88
train_800r_6400c_0.25d_instance_1089,1.79,1.09,1.53,1.59
train_800r_6400c_0.25d_instance_1108,2.16,1.57,1.93,2.15
train_800r_6400c_0.25d_instance_1128,2.65,1.77,2.41,2.47
train_800r_6400c_0.25d_instance_1133,1.45,1.09,1.42,1.34
train_800r_6400c_0.25d_instance_1159,1.8,1.24,1.7,1.68
train_800r_6400c_0.25d_instance_1220,2.08,1.47,1.81,1.86
train_800r_6400c_0.25d_instance_1222,1.09,0.74,0.84,1.21
train_800r_6400c_0.25d_instance_1255,3.14,2.21,2.75,2.89
train_800r_6400c_0.25d_instance_1315,1.96,1.42,1.68,1.63
train_800r_6400c_0.25d_instance_1339,1.71,1.3,1.56,1.55
train_800r_6400c_0.25d_instance_1342,3.03,1.99,2.58,2.4
train_800r_6400c_0.25d_instance_1495,1.38,1.02,1.25,1.15
train_800r_6400c_0.25d_instance_1589,1.15,1.09,0.95,1.34
train_800r_6400c_0.25d_instance_161,1.88,1.41,1.73,1.9
train_800r_6400c_0.25d_instance_1637,1.81,1.34,1.65,1.79
train_800r_6400c_0.25d_instance_1695,1.89,1.44,1.76,1.7
train_800r_6400c_0.25d_instance_1783,1.94,1.16,1.85,1.88
train_800r_6400c_0.25d_instance_1824,2.76,2.13,2.65,2.86
train_800r_6400c_0.25d_instance_1854,2.77,1.76,2.44,2.8
train_800r_6400c_0.25d_instance_186,1.88,1.36,1.74,1.92
train_800r_6400c_0.25d_instance_1991,1.85,1.43,1.74,1.56
train_800r_6400c_0.25d_instance_223,1.96,1.44,1.79,1.71
train_800r_6400c_0.25d_instance_253,1.56,1.13,1.46,1.36
train_800r_6400c_0.25d_instance_265,1.15,0.93,1.06,1.17
train_800r_6400c_0.25d_instance_288,1.26,1.04,1.16,1.26
train_800r_6400c_0.25d_instance_29,1.98,1.26,1.65,1.76
train_800r_6400c_0.25d_instance_321,2.42,1.31,2.23,2.34
train_800r_6400c_0.25d_instance_324,1.9,1.45,1.77,1.8
train_800r_6400c_0.25d_instance_350,1.69,1.24,1.53,1.55
train_800r_6400c_0.25d_instance_373,2.78,1.99,2.64,2.66
train_800r_6400c_0.25d_instance_459,1.48,1.08,1.28,1.47
train_800r_6400c_0.25d_instance_462,1.86,1.25,1.63,1.7
train_800r_6400c_0.25d_instance_543,2.36,1.43,1.96,2.01
train_800r_6400c_0.25d_instance_556,2.03,1.25,1.64,1.84
train_800r_6400c_0.25d_instance_559,2.15,1.41,1.95,1.89
train_800r_6400c_0.25d_instance_561,1.49,1.08,1.39,1.25
train_800r_6400c_0.25d_instance_61,1.08,0.84,0.94,1.08
train_800r_6400c_0.25d_instance_666,1.41,1.17,1.34,1.29
train_800r_6400c_0.25d_instance_707,1.87,1.3,1.75,1.65
train_800r_6400c_0.25d_instance_709,2.22,1.27,1.89,1.92
train_800r_6400c_0.25d_instance_73,2.75,1.83,2.55,2.49
train_800r_6400c_0.25d_instance_817,1.87,1.35,1.58,1.58
train_800r_6400c_0.25d_instance_83,1.34,0.99,1.25,1.14
train_800r_6400c_0.25d_instance_846,2.13,1.11,1.69,1.59
train_800r_6400c_0.25d_instance_852,1.85,1.25,1.81,1.87
train_800r_6400c_0.25d_instance_871,2.01,1.28,1.55,1.99
train_800r_6400c_0.25d_instance_875,2.07,1.33,2.0,1.88
train_800r_6400c_0.25d_instance_880,1.77,1.2,1.52,1.67
train_800r_6400c_0.25d_instance_953,2.23,1.42,1.93,1.93
train_800r_800c_0.01d_instance_107,1.64,0.92,1.13,1.26
train_800r_800c_0.01d_instance_1080,2.08,1.32,1.3,1.32
train_800r_800c_0.01d_instance_1104,1.89,1.41,1.69,1.43
train_800r_800c_0.01d_instance_1129,0.78,0.26,0.48,0.53
train_800r_800c_0.01d_instance_1134,1.28,0.43,0.6,0.88
train_800r_800c_0.01d_instance_115,0.85,0.44,0.54,0.7
train_800r_800c_0.01d_instance_1161,1.47,0.44,0.56,0.92
train_800r_800c_0.01d_instance_118,1.48,0.43,0.62,0.81
train_800r_800c_0.01d_instance_1184,1.07,0.42,0.57,0.92
train_800r_800c_0.01d_instance_1219,0.55,0.31,0.42,0.76
train_800r_800c_0.01d_instance_1242,1.36,0.57,0.74,1.09
train_800r_800c_0.01d_instance_1253,1.76,0.94,1.16,1.39
train_800r_800c_0.01d_instance_1254,1.19,0.37,0.56,0.72
train_800r_800c_0.01d_instance_1307,1.99,0.89,1.11,1.37
train_800r_800c_0.01d_instance_1309,1.59,0.77,0.79,0.79
train_800r_800c_0.01d_instance_1319,1.66,1.12,1.37,1.21
train_800r_800c_0.01d_instance_1335,2.33,1.12,1.49,2.51
train_800r_800c_0.01d_instance_1341,1.06,0.36,0.94,0.65
train_800r_800c_0.01d_instance_1442,1.49,0.58,1.01,1.0
train_800r_800c_0.01d_instance_1478,1.69,0.67,0.7,0.98
train_800r_800c_0.01d_instance_1517,0.38,0.29,0.42,0.62
train_800r_800c_0.01d_instance_1530,1.53,0.52,0.71,0.99
train_800r_800c_0.01d_instance_1658,1.18,0.32,0.52,0.78
train_800r_800c_0.01d_instance_1684,1.48,0.46,0.73,0.92
train_800r_800c_0.01d_instance_1690,1.87,1.18,1.52,1.47
train_800r_800c_0.01d_instance_1753,0.93,0.4,0.6,0.81
train_800r_800c_0.01d_instance_1796,2.29,1.31,1.64,2.63
train_800r_800c_0.01d_instance_1872,5.78,2.73,4.13,4.3
train_800r_800c_0.01d_instance_1876,1.37,0.5,0.59,1.12
train_800r_800c_0.01d_instance_1925,10.65,5.43,7.39,7.89
train_800r_800c_0.01d_instance_1946,1.01,0.3,0.51,0.8
train_800r_800c_0.01d_instance_1977,3.72,1.94,3.43,2.6
train_800r_800c_0.01d_instance_1988,1.65,1.11,1.37,1.29
train_800r_800c_0.01d_instance_212,0.58,0.31,0.39,0.62
train_800r_800c_0.01d_instance_217,1.4,0.53,0.78,1.07
train_800r_800c_0.01d_instance_267,0.43,0.45,0.39,0.51
train_800r_800c_0.01d_instance_278,1.18,0.56,0.82,0.75
train_800r_800c_0.01d_instance_306,1.19,0.56,0.88,1.15
train_800r_800c_0.01d_instance_377,2.06,0.6,0.72,0.8
train_800r_800c_0.01d_instance_391,1.76,0.78,1.38,1.03
train_800r_800c_0.01d_instance_392,1.78,0.53,0.85,1.04
train_800r_800c_0.01d_instance_41,1.77,0.56,0.98,0.96
train_800r_800c_0.01d_instance_431,1.45,0.68,0.92,1.36
train_800r_800c_0.01d_instance_433,1.33,0.36,0.69,0.9
train_800r_800c_0.01d_instance_47,2.64,1.18,1.55,1.65
train_800r_800c_0.01d_instance_488,1.64,0.86,0.76,0.84
train_800r_800c_0.01d_instance_5,1.6,0.59,0.8,1.0
train_800r_800c_0.01d_instance_515,1.44,0.47,0.64,1.19
train_800r_800c_0.01d_instance_520,1.85,1.18,1.6,1.65
train_800r_800c_0.01d_instance_535,0.49,0.38,0.47,0.67
train_800r_800c_0.01d_instance_542,1.03,0.44,0.66,0.94
train_800r_800c_0.01d_instance_548,1.48,0.55,0.81,1.29
train_800r_800c_0.01d_instance_594,1.39,0.59,0.89,1.38
train_800r_800c_0.01d_instance_608,3.21,1.49,2.22,1.94
train_800r_800c_0.01d_instance_628,1.47,1.29,1.6,1.4
train_800r_800c_0.01d_instance_633,1.63,0.92,1.22,1.38
train_800r_800c_0.01d_instance_671,1.41,1.02,1.13,1.2
train_800r_800c_0.01d_instance_781,1.32,0.37,0.51,0.8
train_800r_800c_0.01d_instance_837,1.57,1.18,1.52,1.35
train_800r_800c_0.01d_instance_878,1.48,1.37,1.75,1.32
train_800r_800c_0.01d_instance_97,2.26,0.88,1.13,1.08
train_800r_800c_0.01d_instance_999,1.73,0.78,1.05,1.16
train_800r_800c_0.05d_instance_1032,3.77,1.32,2.58,3.89
train_800r_800c_0.05d_instance_104,2.28,0.87,1.55,1.79
train_800r_800c_0.05d_instance_1076,2.38,0.96,2.32,2.09
train_800r_800c_0.05d_instance_1078,5.92,3.14,6.0,4.67
train_800r_800c_0.05d_instance_1090,4.75,3.03,5.05,4.77
train_800r_800c_0.05d_instance_116,4.16,1.94,3.21,2.93
train_800r_800c_0.05d_instance_1244,1.83,0.97,1.49,1.52
train_800r_800c_0.05d_instance_1245,1.99,0.85,1.68,1.87
train_800r_800c_0.05d_instance_1264,1.91,0.95,1.29,1.38
train_800r_800c_0.05d_instance_1289,3.56,1.42,2.53,2.51
train_800r_800c_0.05d_instance_1306,1.37,0.68,1.41,1.14
train_800r_800c_0.05d_instance_1319,2.01,0.88,1.84,1.68
train_800r_800c_0.05d_instance_1353,1.74,1.03,1.47,1.86
train_800r_800c_0.05d_instance_1367,5.39,2.68,3.91,4.41
train_800r_800c_0.05d_instance_138,6.07,3.31,5.73,6.27
train_800r_800c_0.05d_instance_1387,1.72,0.81,1.69,1.62
train_800r_800c_0.05d_instance_1513,4.47,2.28,4.11,5.21
train_800r_800c_0.05d_instance_1572,6.23,2.6,4.35,7.35
train_800r_800c_0.05d_instance_1588,1.79,1.06,1.88,1.92
train_800r_800c_0.05d_instance_1623,13.13,5.29,9.3,9.65
train_800r_800c_0.05d_instance_1658,4.27,1.07,2.43,2.45
train_800r_800c_0.05d_instance_1676,1.71,0.97,2.02,1.59
train_800r_800c_0.05d_instance_1687,2.25,0.91,1.63,1.94
train_800r_800c_0.05d_instance_170,3.55,1.51,4.33,3.33
train_800r_800c_0.05d_instance_1705,5.85,4.04,5.68,6.18
train_800r_800c_0.05d_instance_171,2.64,0.98,2.43,2.49
train_800r_800c_0.05d_instance_1717,3.94,1.58,3.37,3.05
train_800r_800c_0.05d_instance_1747,9.43,5.89,8.88,6.07
train_800r_800c_0.05d_instance_1794,1.68,0.8,1.1,1.23
train_800r_800c_0.05d_instance_1821,2.04,1.01,2.3,1.86
train_800r_800c_0.05d_instance_1846,6.41,2.77,4.92,6.04
train_800r_800c_0.05d_instance_1865,1.78,1.05,1.94,2.27
train_800r_800c_0.05d_instance_187,4.22,1.18,3.14,2.53
train_800r_800c_0.05d_instance_1872,8.97,4.9,7.89,8.83
train_800r_800c_0.05d_instance_1876,3.4,1.38,4.87,3.34
train_800r_800c_0.05d_instance_1891,1.65,0.86,1.15,1.19
train_800r_800c_0.05d_instance_1915,8.43,3.84,9.33,7.91
train_800r_800c_0.05d_instance_193,5.4,2.4,3.59,5.82
train_800r_800c_0.05d_instance_245,2.55,1.08,2.88,1.82
train_800r_800c_0.05d_instance_251,2.29,1.25,2.31,2.1
train_800r_800c_0.05d_instance_291,2.07,1.16,2.02,2.64
train_800r_800c_0.05d_instance_302,1.66,0.86,1.24,1.2
train_800r_800c_0.05d_instance_352,2.28,0.98,3.54,1.84
train_800r_800c_0.05d_instance_388,1.79,0.91,1.45,1.4
train_800r_800c_0.05d_instance_457,1.8,0.95,1.89,1.49
train_800r_800c_0.05d_instance_532,1.43,0.95,1.59,1.16
train_800r_800c_0.05d_instance_537,2.81,1.41,2.13,2.25
train_800r_800c_0.05d_instance_549,4.63,2.06,4.66,3.83
train_800r_800c_0.05d_instance_56,3.79,1.63,4.34,3.58
train_800r_800c_0.05d_instance_663,3.53,1.31,2.7,3.52
train_800r_800c_0.05d_instance_671,2.16,1.01,1.99,2.01
train_800r_800c_0.05d_instance_768,2.42,1.12,2.41,1.99
train_800r_800c_0.05d_instance_788,1.21,0.59,1.02,1.05
train_800r_800c_0.05d_instance_847,6.05,2.92,3.98,4.63
train_800r_800c_0.05d_instance_903,2.25,1.51,2.07,1.56
train_800r_800c_0.05d_instance_925,6.52,3.73,5.97,6.98
train_800r_800c_0.05d_instance_959,6.05,3.54,5.62,5.91
train_800r_800c_0.25d_instance_1023,0.72,0.53,0.65,0.62
train_800r_800c_0.25d_instance_1106,0.83,0.52,0.7,0.64
train_800r_800c_0.25d_instance_1118,1.92,0.85,1.63,1.9
train_800r_800c_0.25d_instance_1170,0.94,0.72,0.84,0.9
train_800r_800c_0.25d_instance_121,1.68,0.69,1.55,1.47
train_800r_800c_0.25d_instance_1241,1.64,0.81,1.45,1.44
train_800r_800c_0.25d_instance_1306,1.37,0.68,1.31,1.36
train_800r_800c_0.25d_instance_1356,1.03,0.54,0.95,0.91
train_800r_800c_0.25d_instance_1378,1.09,0.64,0.94,0.93
train_800r_800c_0.25d_instance_1414,1.14,0.64,1.03,0.95
train_800r_800c_0.25d_instance_1440,1.27,0.74,1.12,1.08
train_800r_800c_0.25d_instance_1445,1.33,0.65,1.24,1.17
train_800r_800c_0.25d_instance_1458,0.99,0.57,0.69,0.75
train_800r_800c_0.25d_instance_1462,1.08,0.55,0.83,0.92
train_800r_800c_0.25d_instance_1497,0.64,0.44,0.52,0.53
train_800r_800c_0.25d_instance_163,0.73,0.56,0.59,0.77
train_800r_800c_0.25d_instance_1647,0.63,0.43,0.57,0.58
train_800r_800c_0.25d_instance_1737,1.14,0.68,1.07,1.0
train_800r_800c_0.25d_instance_1764,1.06,0.92,1.05,1.03
train_800r_800c_0.25d_instance_1854,1.21,0.61,0.94,1.02
train_800r_800c_0.25d_instance_1872,1.2,0.59,1.01,0.97
train_800r_800c_0.25d_instance_1886,0.83,0.59,0.81,0.84
train_800r_800c_0.25d_instance_189,0.7,0.49,0.53,0.67
train_800r_800c_0.25d_instance_1977,1.08,0.69,0.98,0.99
train_800r_800c_0.25d_instance_206,0.71,0.52,0.6,0.83
train_800r_800c_0.25d_instance_218,1.38,0.62,1.21,1.32
train_800r_800c_0.25d_instance_40,1.1,0.69,0.79,0.86
train_800r_800c_0.25d_instance_443,1.19,0.62,1.1,1.06
train_800r_800c_0.25d_instance_464,1.05,0.65,0.83,0.99
train_800r_800c_0.25d_instance_474,0.94,0.63,0.83,0.77
train_800r_800c_0.25d_instance_498,1.55,0.93,1.35,1.59
train_800r_800c_0.25d_instance_502,1.34,0.66,1.47,1.26
train_800r_800c_0.25d_instance_526,1.0,0.59,0.88,0.8
train_800r_800c_0.25d_instance_537,0.99,0.52,0.7,0.74
train_800r_800c_0.25d_instance_578,0.66,0.6,0.71,0.58
train_800r_800c_0.25d_instance_624,0.94,0.65,0.94,0.86
train_800r_800c_0.25d_instance_699,0.79,0.79,0.46,0.62
train_800r_800c_0.25d_instance_720,1.1,0.74,1.03,1.02
train_800r_800c_0.25d_instance_727,1.04,0.56,0.79,0.79
train_800r_800c_0.25d_instance_735,0.96,0.61,0.86,0.73
train_800r_800c_0.25d_instance_828,1.05,0.7,1.13,0.86
train_800r_800c_0.25d_instance_919,0.6,0.53,0.83,0.59
train_800r_800c_0.25d_instance_923,0.91,0.49,0.88,0.84
train_800r_800c_0.25d_instance_967,0.67,0.53,0.66,0.74
train_800r_800c_0.25d_instance_976,1.27,0.77,1.15,1.14
train_800r_800c_0.25d_instance_983,0.94,0.7,0.77,0.82
valid_1600r_1600c_0.01d_instance_117,20.48,10.71,13.46,22.1
valid_1600r_1600c_0.01d_instance_163,69.88,56.25,73.47,57.39
valid_1600r_1600c_0.01d_instance_219,180.0,180.0,180.0,180.0
valid_1600r_1600c_0.01d_instance_274,50.75,38.1,60.8,42.56
valid_1600r_1600c_0.01d_instance_31,180.0,180.0,180.0,180.0
valid_1600r_1600c_0.01d_instance_314,14.23,9.26,10.43,13.29
valid_1600r_1600c_0.01d_instance_337,71.43,54.07,63.24,60.87
valid_1600r_1600c_0.01d_instance_381,154.4,126.05,127.75,119.4
valid_1600r_1600c_0.01d_instance_383,180.0,180.0,180.0,180.0
valid_1600r_1600c_0.01d_instance_433,37.65,27.05,42.98,60.06
valid_1600r_1600c_0.01d_instance_434,180.0,180.0,180.0,180.0
valid_1600r_1600c_0.01d_instance_441,180.0,180.0,180.0,180.0
valid_1600r_1600c_0.01d_instance_455,91.65,68.56,88.55,70.55
valid_1600r_1600c_0.01d_instance_50,180.01,180.0,180.0,180.0
valid_1600r_1600c_0.01d_instance_54,128.85,115.64,113.33,101.74
valid_1600r_1600c_0.01d_instance_98,180.0,180.0,180.0,180.0
valid_1600r_1600c_0.05d_instance_106,50.99,41.76,43.09,49.87
valid_1600r_1600c_0.05d_instance_11,10.94,7.3,10.68,9.43
valid_1600r_1600c_0.05d_instance_130,41.09,39.16,44.56,40.16
valid_1600r_1600c_0.05d_instance_138,22.76,27.51,22.66,23.22
valid_1600r_1600c_0.05d_instance_170,11.81,8.71,11.9,15.65
valid_1600r_1600c_0.05d_instance_185,180.0,180.0,180.0,180.0
valid_1600r_1600c_0.05d_instance_232,13.04,7.17,11.01,13.02
valid_1600r_1600c_0.05d_instance_343,119.61,73.8,139.9,118.45
valid_1600r_1600c_0.05d_instance_356,58.64,52.06,54.81,57.16
valid_1600r_1600c_0.05d_instance_386,73.0,58.62,70.45,72.4
valid_1600r_1600c_0.05d_instance_387,48.86,42.85,48.93,41.55
valid_1600r_1600c_0.05d_instance_411,21.41,21.37,19.61,22.76
valid_1600r_1600c_0.05d_instance_431,129.68,149.23,161.0,128.36
valid_1600r_1600c_0.05d_instance_465,62.47,48.62,55.05,61.71
valid_1600r_1600c_0.05d_instance_47,28.4,20.58,25.9,31.62
valid_1600r_1600c_0.05d_instance_498,51.98,42.36,53.26,54.78
valid_1600r_1600c_0.05d_instance_52,180.0,180.0,180.0,180.0
valid_1600r_1600c_0.05d_instance_55,97.05,82.97,93.31,99.19
