File Name,default,TreeCutLevel-1,RootCutLevel-1,TreeCutLevel-0
training_45323.proto,7.35,10.55,6.93,4.32
training_45330.proto,5.42,4.59,5.2,5.49
training_45350.proto,4.74,4.39,3.08,4.33
training_45354.proto,6.77,5.36,2.72,6.67
training_45365.proto,2.22,1.81,1.87,2.21
training_45385.proto,4.98,6.0,7.05,4.55
training_45402.proto,3.85,3.49,3.51,3.91
training_4545.proto,1.58,1.78,1.49,1.72
training_45462.proto,4.9,3.74,4.28,6.03
training_4548.proto,6.27,4.66,4.26,5.37
training_45484.proto,45.22,12.32,18.33,25.39
training_4551.proto,107.69,40.87,84.03,180.04
training_45524.proto,1.91,1.99,1.87,1.96
training_45532.proto,5.41,4.11,3.31,5.17
training_45562.proto,18.68,13.12,14.56,11.69
training_45573.proto,8.15,5.44,5.03,5.45
training_45613.proto,0.28,0.29,0.28,0.31
training_45623.proto,2.53,2.33,2.44,2.34
training_45652.proto,11.75,8.58,5.12,8.58
training_45699.proto,3.94,3.25,3.59,3.96
training_45716.proto,6.2,3.8,5.27,6.18
training_4573.proto,1.62,1.38,1.36,1.56
training_45739.proto,5.38,4.31,3.78,5.56
training_45756.proto,1.82,1.97,1.56,1.81
training_45775.proto,0.38,0.33,0.4,0.34
training_45785.proto,1.04,0.79,0.8,0.95
training_45787.proto,1.17,1.49,1.56,1.33
training_45879.proto,12.28,7.82,6.49,10.44
training_45896.proto,1.43,2.34,2.29,1.42
training_45912.proto,10.13,5.76,6.42,6.64
training_45916.proto,3.62,4.48,1.95,3.51
training_45929.proto,3.71,3.24,3.17,3.93
training_45942.proto,180.02,38.65,180.0,180.02
training_45944.proto,2.47,6.27,4.47,2.44
training_45986.proto,3.24,2.17,3.21,3.34
training_4601.proto,1.67,3.42,1.5,1.65
training_46024.proto,2.8,2.48,2.53,2.71
training_46028.proto,8.34,11.23,13.16,9.12
training_4603.proto,2.63,5.45,2.28,2.66
training_46032.proto,44.64,49.02,164.96,180.02
training_46051.proto,3.73,8.35,3.46,3.97
training_46065.proto,7.62,4.64,9.32,5.76
training_46070.proto,48.37,25.97,18.3,91.66
training_46110.proto,12.79,10.96,17.1,11.19
training_46113.proto,0.18,0.18,0.18,0.18
training_46160.proto,12.81,14.71,9.34,12.39
training_46184.proto,7.72,20.48,20.48,7.49
training_4619.proto,2.71,2.62,2.35,2.74
training_46195.proto,13.17,18.48,32.06,15.11
training_4620.proto,1.3,1.31,1.21,1.31
training_46219.proto,20.79,13.85,15.05,13.81
training_46242.proto,2.14,1.49,1.56,2.14
training_46273.proto,4.85,4.43,3.9,5.46
training_46377.proto,4.45,4.27,2.54,4.49
training_4638.proto,2.8,3.22,4.15,2.94
training_46381.proto,1.73,1.68,4.17,1.81
training_46390.proto,13.55,14.07,3.97,14.84
training_46399.proto,2.52,2.68,1.99,2.49
training_46407.proto,3.32,7.9,1.97,3.39
training_46428.proto,19.55,10.72,14.66,13.19
training_46430.proto,1.85,1.97,1.86,1.82
training_46447.proto,9.82,29.24,29.75,18.85
training_4647.proto,1.87,1.9,1.68,1.99
training_46482.proto,7.7,2.99,6.63,6.0
training_46485.proto,4.59,2.82,2.57,5.21
training_46503.proto,1.91,2.21,1.66,1.92
training_46511.proto,13.15,4.46,6.79,9.63
training_46515.proto,180.04,180.03,15.13,15.74
training_46539.proto,3.4,4.34,3.69,3.57
training_46563.proto,10.4,6.64,4.8,8.23
training_46569.proto,16.8,12.82,12.48,10.48
training_46586.proto,4.64,4.43,8.88,4.64
training_46605.proto,1.65,1.7,2.77,1.74
training_46606.proto,14.06,10.17,8.74,13.3
training_46635.proto,3.44,3.36,2.33,3.32
training_4666.proto,1.61,1.82,1.44,1.59
training_46676.proto,13.13,5.47,7.64,9.94
training_46692.proto,1.42,1.23,1.21,1.41
training_4673.proto,1.0,0.84,1.11,1.0
training_46745.proto,3.27,3.04,2.41,3.19
training_46758.proto,2.02,1.9,2.24,1.97
training_46769.proto,0.79,0.96,0.75,0.76
training_46771.proto,12.63,6.94,11.64,5.35
training_46775.proto,6.01,3.77,5.2,4.26
training_46777.proto,5.3,4.84,5.37,4.93
training_46783.proto,11.35,7.73,13.6,9.97
training_4688.proto,6.7,9.15,6.4,6.61
training_46883.proto,7.63,6.01,6.07,7.31
training_46884.proto,6.44,8.03,5.59,6.71
training_46889.proto,5.33,6.75,5.62,5.26
training_46910.proto,1.4,1.35,1.31,1.45
training_46924.proto,1.45,1.27,1.23,1.42
training_46983.proto,10.25,18.36,31.1,69.02
training_47018.proto,2.19,3.25,3.06,2.21
training_47038.proto,2.21,2.08,1.95,2.29
training_47077.proto,1.66,1.63,1.68,1.86
training_47086.proto,10.49,5.84,3.7,9.36
training_47092.proto,17.41,13.69,16.35,13.16
training_47130.proto,4.34,4.25,3.39,4.07
training_47195.proto,6.96,4.29,4.4,7.11
training_47206.proto,0.71,0.72,0.72,0.75
training_47207.proto,1.57,1.48,1.36,1.49
training_47214.proto,2.01,2.39,1.59,2.01
training_4723.proto,1.8,1.56,1.56,1.83
training_47261.proto,2.26,2.05,2.49,2.32
training_47282.proto,5.65,5.13,5.11,10.38
training_47299.proto,2.59,2.57,2.61,2.28
training_47308.proto,5.44,5.07,15.43,18.9
training_4731.proto,10.8,10.06,9.35,8.87
training_47316.proto,0.88,1.08,0.76,0.89
training_47349.proto,3.05,2.97,2.7,3.18
training_47356.proto,2.49,2.27,2.24,2.53
training_47380.proto,8.46,7.87,9.79,7.7
training_47403.proto,5.79,4.35,5.03,4.89
training_4741.proto,2.23,3.5,2.31,2.18
training_47419.proto,3.19,3.61,2.58,3.47
training_47455.proto,2.03,1.88,6.22,2.04
training_47482.proto,1.3,1.31,1.33,1.29
training_47505.proto,3.37,2.19,2.31,3.32
training_4754.proto,5.61,6.37,4.45,5.65
training_4758.proto,11.19,26.45,13.62,8.67
training_47580.proto,14.33,11.17,29.9,17.66
training_47593.proto,1.23,1.1,1.02,1.21
training_47594.proto,9.29,12.37,145.65,13.27
training_4760.proto,0.86,0.77,0.84,0.87
training_47605.proto,0.19,0.23,0.2,0.16
training_47614.proto,3.17,2.83,25.07,3.22
training_4762.proto,2.51,2.41,4.45,2.38
training_47667.proto,3.83,3.92,2.71,3.83
training_47690.proto,1.34,1.18,0.96,1.28
training_47724.proto,13.35,8.8,12.3,9.59
training_47736.proto,24.44,16.1,25.13,33.5
training_47750.proto,2.96,3.06,2.95,3.1
training_47754.proto,10.45,13.84,10.21,15.21
training_47763.proto,149.41,180.02,16.25,14.26
training_47770.proto,16.85,15.43,12.4,49.91
training_47773.proto,11.94,11.61,19.63,11.43
training_47812.proto,13.61,13.57,13.63,12.89
training_47820.proto,4.15,4.59,3.96,5.98
training_47827.proto,3.19,4.46,3.13,3.16
training_47828.proto,3.61,2.35,4.96,3.47
training_4784.proto,2.42,3.73,3.12,2.51
training_47853.proto,1.72,1.52,1.57,1.79
training_4786.proto,2.1,2.06,1.95,2.03
training_47862.proto,3.45,1.81,3.46,3.46
training_47906.proto,6.73,4.7,6.81,6.79
training_4791.proto,33.27,13.14,12.62,21.5
training_47936.proto,36.34,39.49,35.81,43.24
training_47948.proto,19.57,19.86,16.77,17.03
training_47953.proto,1.12,2.8,1.01,1.11
training_47992.proto,13.71,7.9,2.62,11.41
training_48007.proto,2.37,1.45,2.08,2.07
training_48021.proto,180.02,180.0,180.01,180.0
training_48054.proto,2.58,2.38,4.37,2.64
training_48089.proto,1.95,2.57,1.85,1.99
training_48102.proto,5.4,5.54,7.29,7.0
training_48152.proto,137.57,177.89,169.46,28.69
training_48176.proto,10.24,30.33,9.18,9.18
training_48179.proto,1.66,2.32,1.66,1.68
training_48192.proto,2.0,1.75,1.82,2.1
training_4820.proto,4.29,5.84,4.34,4.38
training_48210.proto,6.18,5.7,5.66,6.26
training_48236.proto,3.89,5.66,3.49,4.3
training_48268.proto,1.34,1.32,1.3,1.31
training_48299.proto,9.66,7.18,7.2,8.12
training_48321.proto,69.24,10.27,21.48,13.26
training_48323.proto,2.01,1.44,1.54,2.0
training_48334.proto,10.17,5.17,9.14,4.91
training_48346.proto,4.5,5.69,3.44,4.5
training_48366.proto,3.31,3.35,2.96,3.42
training_48388.proto,20.69,4.18,8.28,13.75
training_48412.proto,5.0,5.07,2.52,4.72
training_48429.proto,11.86,18.32,15.31,15.7
training_48450.proto,1.93,1.79,1.79,1.9
training_48470.proto,2.9,2.66,2.88,3.06
training_48489.proto,3.71,4.52,2.72,3.66
training_48496.proto,2.35,3.52,2.26,2.54
training_48515.proto,7.92,7.17,6.47,8.03
training_48519.proto,3.32,3.04,3.36,5.05
training_48523.proto,4.59,4.9,4.42,5.26
training_48581.proto,2.17,1.96,2.17,2.0
training_4859.proto,10.81,8.66,9.52,12.58
training_48621.proto,4.87,5.47,4.73,5.14
training_48644.proto,2.13,2.32,1.82,1.99
training_48647.proto,2.25,1.92,1.98,2.25
training_48649.proto,0.35,0.33,0.33,0.34
training_4866.proto,28.56,16.16,30.19,26.94
training_48671.proto,4.31,4.54,7.67,4.28
training_48676.proto,3.85,3.16,3.27,3.87
training_48701.proto,2.16,1.69,1.74,2.17
training_48726.proto,2.92,6.63,4.87,2.84
training_48740.proto,6.46,5.06,4.29,5.27
training_48811.proto,6.87,3.1,9.74,7.19
training_48827.proto,3.87,3.81,2.83,3.82
training_48849.proto,7.72,7.4,4.81,8.07
training_48863.proto,1.61,1.53,1.68,1.58
training_4887.proto,2.99,2.96,2.69,3.02
training_48895.proto,1.26,1.04,1.23,1.24
training_48902.proto,2.88,2.72,2.61,2.93
training_48909.proto,9.77,9.9,6.36,12.24
training_48924.proto,3.34,3.01,3.11,3.36
training_4896.proto,1.77,1.42,1.83,1.7
training_48982.proto,1.47,1.29,1.35,1.48
training_49004.proto,16.66,13.29,39.9,11.05
training_49014.proto,2.57,6.51,2.18,2.58
training_49115.proto,2.19,2.44,2.52,2.26
training_49136.proto,9.21,1.78,6.65,7.03
training_49137.proto,2.32,1.98,2.72,2.38
training_49140.proto,1.61,1.41,1.43,1.73
training_49176.proto,4.98,4.6,3.7,4.87
training_49196.proto,2.77,6.54,3.05,2.69
training_49216.proto,8.26,5.95,8.8,9.99
training_49238.proto,15.95,13.93,14.2,14.85
training_49251.proto,3.67,3.83,3.37,3.7
training_49257.proto,16.5,12.75,18.39,14.07
training_49283.proto,1.07,0.92,0.81,1.08
training_49295.proto,12.74,11.68,11.36,11.45
training_49426.proto,4.4,3.01,2.75,4.22
training_49447.proto,3.52,4.92,5.6,3.19
training_49456.proto,16.69,15.46,18.01,11.23
training_49459.proto,3.27,3.41,4.08,3.1
training_49461.proto,180.02,22.41,61.03,180.01
training_49462.proto,2.1,4.66,1.78,2.15
training_49498.proto,0.25,0.31,0.32,0.32
training_49557.proto,8.14,4.22,4.13,7.38
training_4956.proto,28.86,8.48,50.84,18.33
training_49571.proto,1.41,1.35,1.15,1.4
training_49574.proto,1.43,1.45,1.24,1.41
training_49588.proto,10.25,11.5,12.36,10.95
training_49620.proto,4.67,4.46,2.75,4.52
training_49630.proto,2.42,2.27,2.42,2.52
training_49666.proto,2.51,1.96,1.9,2.5
training_49687.proto,4.1,4.75,9.9,3.86
training_49706.proto,37.24,37.37,68.4,39.55
training_49707.proto,0.97,0.9,0.86,0.96
training_49720.proto,11.38,10.75,25.18,12.2
training_49770.proto,2.42,2.45,2.43,2.27
training_4978.proto,3.93,3.31,2.61,3.87
training_49830.proto,2.99,12.52,2.68,2.99
training_49838.proto,9.06,7.85,5.84,9.13
training_49839.proto,4.29,4.91,3.99,4.22
training_49859.proto,6.67,9.28,9.49,9.83
training_49950.proto,7.98,5.25,4.2,11.16
training_4996.proto,3.12,2.84,2.52,3.14
training_49966.proto,8.73,8.56,9.13,8.05
training_49974.proto,2.18,1.87,2.02,2.33
training_49999.proto,9.55,3.98,3.15,10.89
training_5022.proto,3.61,3.55,5.95,3.73
training_5026.proto,8.71,3.35,2.94,8.06
training_5028.proto,22.34,64.78,20.82,20.84
training_5081.proto,2.19,4.43,4.13,2.22
training_5082.proto,18.59,12.91,14.49,12.09
training_5107.proto,2.27,2.54,1.71,2.3
training_5120.proto,5.45,7.4,3.22,5.52
training_514.proto,2.89,4.28,2.85,2.95
training_5142.proto,11.88,8.25,22.83,6.23
training_5192.proto,4.0,4.55,2.99,3.86
training_5267.proto,13.65,11.19,30.52,11.69
training_5282.proto,3.12,2.67,3.21,2.92
training_5290.proto,3.73,3.19,4.14,3.6
training_531.proto,2.54,2.46,1.94,2.44
training_5312.proto,6.91,8.14,6.66,7.15
training_5355.proto,1.63,2.03,1.64,1.68
training_5360.proto,4.11,7.56,5.06,4.19
training_5389.proto,56.92,180.02,20.67,180.02
training_5391.proto,1.8,2.25,1.94,1.86
training_5427.proto,13.42,13.24,55.8,17.0
training_5433.proto,8.03,9.51,13.71,10.98
training_5565.proto,5.52,5.57,8.06,6.11
training_5580.proto,25.25,13.65,22.11,8.81
training_5597.proto,23.27,15.52,15.31,16.75
training_5628.proto,11.64,3.86,2.86,11.47
training_5638.proto,163.23,34.87,68.34,33.68
training_5644.proto,9.41,4.7,7.27,7.58
training_5656.proto,1.43,2.46,1.42,1.54
training_566.proto,3.52,5.01,3.31,3.72
training_5714.proto,7.26,5.72,8.85,7.32
training_5728.proto,6.68,10.46,11.85,7.69
training_5748.proto,2.23,2.11,2.48,2.26
training_5753.proto,8.48,12.04,7.76,8.44
training_5763.proto,1.64,1.38,1.35,1.65
training_5781.proto,6.59,6.75,9.39,6.46
training_5817.proto,4.28,3.91,3.34,4.31
training_585.proto,2.1,1.53,1.96,2.14
training_5861.proto,2.33,3.54,2.16,2.22
training_5863.proto,7.51,7.01,6.51,8.05
training_5864.proto,1.03,1.02,0.96,1.0
training_5904.proto,1.95,1.63,1.77,2.05
training_5906.proto,5.99,5.28,23.89,6.06
training_5916.proto,1.48,1.49,1.19,1.53
training_5935.proto,4.68,8.28,8.53,4.85
training_5950.proto,3.9,3.36,3.04,3.14
training_5951.proto,2.92,3.23,2.64,2.93
training_5972.proto,6.29,4.68,7.53,5.96
training_5974.proto,55.72,26.76,44.84,27.78
training_6030.proto,8.06,11.69,7.04,8.05
training_6038.proto,3.24,3.06,2.47,3.31
training_604.proto,2.94,2.52,3.17,3.15
training_6053.proto,1.42,1.23,1.27,1.37
training_6061.proto,30.85,18.99,20.82,13.04
training_6081.proto,1.57,1.61,1.22,1.58
training_6084.proto,4.43,3.92,4.87,4.19
training_6127.proto,12.5,12.39,12.14,12.45
training_6130.proto,2.49,2.17,2.21,2.41
training_6148.proto,3.54,6.93,3.22,3.6
training_6149.proto,12.14,14.91,12.31,10.26
training_6217.proto,2.18,1.87,1.85,2.21
training_6227.proto,8.84,6.77,15.27,12.22
training_6241.proto,1.49,1.46,1.11,1.4
training_625.proto,11.3,11.99,7.86,11.76
training_6271.proto,2.7,3.31,2.69,2.72
training_6279.proto,3.01,1.83,2.36,3.16
training_6316.proto,3.47,2.95,2.7,3.13
training_6337.proto,10.7,16.39,26.12,12.21
training_6353.proto,17.86,6.51,13.16,14.82
training_6360.proto,4.41,2.6,3.63,4.42
training_6384.proto,1.58,1.66,1.89,1.58
training_6399.proto,7.23,9.31,13.35,12.2
training_6404.proto,6.38,12.85,5.69,6.46
training_6412.proto,47.96,16.36,40.98,180.02
training_6445.proto,2.82,3.09,2.47,2.94
training_6493.proto,2.13,2.08,2.05,2.18
training_6506.proto,14.45,12.57,8.33,14.01
training_6523.proto,3.84,3.18,6.56,3.71
training_6524.proto,14.5,11.78,6.66,11.7
training_6554.proto,4.64,3.7,4.55,4.27
training_6561.proto,11.37,11.39,8.57,8.82
training_6564.proto,2.41,4.14,1.7,2.18
training_6565.proto,23.2,19.24,6.77,18.15
training_6571.proto,6.08,2.55,2.67,6.15
training_6583.proto,1.54,1.39,1.38,1.53
training_6596.proto,24.11,25.03,180.01,180.02
training_664.proto,4.48,11.71,10.49,4.63
training_6640.proto,6.73,6.3,8.81,6.79
training_666.proto,2.97,2.51,1.98,3.02
training_6669.proto,5.46,11.55,5.92,5.28
training_6700.proto,1.37,1.16,1.17,1.4
training_6712.proto,5.62,5.38,4.91,4.71
training_6716.proto,1.54,1.41,1.43,1.58
training_6725.proto,5.32,4.17,4.23,3.46
training_6731.proto,4.57,9.46,5.69,4.64
training_6732.proto,3.63,3.39,3.21,3.63
training_6744.proto,3.65,6.95,3.59,5.09
training_6768.proto,7.29,4.78,7.26,8.65
training_6782.proto,6.98,8.09,6.96,9.38
training_6783.proto,1.3,1.27,1.29,1.22
training_6795.proto,30.22,28.84,48.31,23.56
training_6821.proto,180.02,78.81,180.01,180.01
training_6902.proto,11.21,6.0,24.1,9.51
training_6904.proto,7.81,4.41,6.84,7.03
training_6912.proto,3.97,3.72,3.93,3.95
training_6920.proto,38.21,23.78,159.07,35.41
training_6921.proto,3.65,6.4,3.21,3.71
training_6962.proto,1.14,1.05,1.13,1.12
training_6967.proto,2.16,1.92,2.13,2.12
training_6972.proto,10.55,5.9,5.38,9.27
training_6991.proto,2.5,2.13,2.93,2.42
training_700.proto,2.77,2.54,2.59,2.74
training_7031.proto,38.48,34.73,180.05,180.02
training_7072.proto,21.25,8.68,24.66,9.59
training_7114.proto,1.36,1.89,1.09,1.44
training_7122.proto,1.67,1.43,4.14,1.72
training_7138.proto,3.8,4.53,3.64,3.8
training_7144.proto,2.36,2.24,1.92,2.27
training_7145.proto,3.54,3.94,2.59,3.46
training_7169.proto,11.7,10.43,11.08,9.99
training_7201.proto,6.97,8.0,6.21,6.2
training_7217.proto,0.21,0.21,0.2,0.21
training_7222.proto,3.03,3.6,2.5,2.91
training_7228.proto,2.47,3.23,2.44,2.57
training_7247.proto,2.3,2.38,2.85,2.77
training_7260.proto,1.46,1.37,1.38,1.24
training_7296.proto,1.29,1.16,1.25,1.18
training_7313.proto,5.84,8.18,8.25,5.5
training_7324.proto,6.03,7.79,14.61,5.9
training_7325.proto,13.1,4.74,5.2,8.89
training_7336.proto,1.72,7.25,7.73,1.74
training_7337.proto,9.59,13.56,3.79,5.42
training_734.proto,2.22,2.31,2.14,2.45
training_7349.proto,3.1,7.47,2.54,3.05
training_7364.proto,3.59,4.23,3.41,3.51
training_7369.proto,7.02,4.56,6.36,7.34
training_7382.proto,12.9,10.26,10.35,8.91
training_7392.proto,3.89,9.59,4.4,3.87
training_7414.proto,2.37,2.18,1.75,2.3
training_7431.proto,6.96,5.42,8.79,8.45
training_7446.proto,9.71,9.17,6.52,9.73
training_7447.proto,8.28,7.38,4.61,9.24
training_7475.proto,28.2,31.02,180.01,180.03
training_7536.proto,22.71,16.43,25.51,17.75
training_7547.proto,1.73,1.63,1.64,1.69
training_7574.proto,2.2,1.92,1.77,2.22
training_7582.proto,4.45,3.03,3.37,4.42
training_759.proto,3.01,2.97,2.39,3.04
training_7637.proto,4.49,3.57,2.46,3.86
training_7686.proto,11.56,6.75,6.18,7.44
training_7738.proto,1.9,1.77,1.88,1.9
training_7792.proto,5.6,2.93,8.64,7.7
training_784.proto,5.67,5.86,5.82,5.13
training_7888.proto,1.76,1.75,1.43,1.85
training_7904.proto,1.63,1.62,1.92,1.76
training_7918.proto,2.75,3.2,2.47,2.75
training_7934.proto,1.87,1.91,1.87,1.91
training_7957.proto,12.65,8.61,10.46,11.52
training_7996.proto,2.44,2.36,1.83,2.51
training_800.proto,12.89,15.29,15.92,9.02
training_8010.proto,1.74,1.53,1.6,1.72
training_8029.proto,30.76,27.74,180.02,180.04
training_809.proto,3.35,4.8,10.73,3.3
training_8103.proto,4.41,4.58,3.37,4.77
training_8121.proto,1.77,1.9,1.78,1.88
training_814.proto,4.56,3.81,4.36,4.71
training_817.proto,10.41,3.71,15.74,13.57
training_8174.proto,1.47,1.71,1.43,1.47
training_8211.proto,6.66,5.91,6.12,6.42
training_8233.proto,20.3,11.3,13.33,24.1
training_8235.proto,4.51,3.15,3.23,4.4
training_8240.proto,35.79,22.2,26.31,35.69
training_825.proto,3.53,3.47,3.01,3.51
training_8251.proto,6.1,8.76,19.98,8.86
training_8269.proto,3.11,4.96,6.25,2.86
training_827.proto,3.29,3.67,3.6,3.37
training_828.proto,3.62,5.59,4.06,3.66
training_8280.proto,2.93,4.11,4.99,2.92
training_8311.proto,3.2,2.78,2.82,3.34
training_8334.proto,8.63,8.02,3.25,5.12
training_8344.proto,5.77,5.86,6.27,5.65
training_8345.proto,15.14,17.38,14.75,11.82
training_8360.proto,5.84,5.74,4.52,5.84
training_8363.proto,30.78,21.89,23.71,17.95
training_837.proto,2.99,2.6,2.7,2.84
training_8392.proto,2.87,3.38,2.86,3.03
training_8402.proto,3.47,10.09,2.88,3.61
training_8448.proto,0.23,0.26,0.24,0.23
training_8496.proto,4.73,9.11,8.96,4.54
training_8519.proto,5.61,3.84,8.6,5.61
training_8534.proto,1.83,5.61,2.67,1.76
training_8542.proto,14.51,17.85,10.52,11.24
training_857.proto,22.91,158.21,24.94,58.99
training_8577.proto,11.86,9.31,19.04,11.9
training_8592.proto,2.21,3.34,1.91,2.24
training_8597.proto,2.85,2.0,2.34,2.87
training_8599.proto,4.04,2.96,11.3,4.03
training_860.proto,1.98,3.9,3.97,2.05
training_8604.proto,4.81,3.09,4.25,4.87
training_8649.proto,5.05,3.6,4.36,5.46
training_8652.proto,8.42,10.47,12.39,9.61
training_8656.proto,0.32,0.32,0.29,0.34
training_8692.proto,28.5,31.56,10.18,22.47
training_8728.proto,3.61,5.0,9.23,4.14
training_8736.proto,10.22,20.61,17.41,12.68
training_8739.proto,3.08,4.48,2.75,3.07
training_8774.proto,1.52,2.63,1.52,1.42
training_8781.proto,9.2,7.71,6.52,7.68
training_8785.proto,1.43,1.65,1.25,1.4
training_8811.proto,4.4,4.27,3.99,5.34
training_8838.proto,2.17,2.01,1.98,2.1
training_8872.proto,9.47,8.07,9.96,10.99
training_8937.proto,2.21,2.0,1.9,2.2
training_8954.proto,4.82,4.31,3.84,4.83
training_8971.proto,3.73,2.94,3.32,3.75
training_900.proto,10.34,11.15,26.14,11.12
training_9009.proto,4.98,3.8,5.86,5.06
training_9091.proto,4.54,4.24,4.11,4.5
training_9103.proto,1.22,1.72,1.11,1.18
training_9141.proto,2.02,3.18,3.3,2.02
training_9147.proto,2.02,1.71,1.84,2.06
training_9176.proto,2.95,3.72,2.67,3.15
training_918.proto,2.04,1.53,1.6,2.04
training_9181.proto,9.85,8.51,9.11,10.63
training_9199.proto,0.25,0.25,0.25,0.28
training_9202.proto,4.11,8.34,4.74,4.13
training_9214.proto,1.83,2.96,1.73,1.89
training_9331.proto,12.82,9.52,15.74,11.2
training_9341.proto,0.34,0.34,0.33,0.34
training_9350.proto,1.67,5.06,1.58,1.64
training_9352.proto,15.8,21.2,13.81,17.18
training_9372.proto,1.28,3.07,1.14,1.24
training_9373.proto,18.67,7.79,12.89,15.61
training_9376.proto,9.49,15.7,19.31,8.19
training_9377.proto,9.34,3.32,9.25,8.1
training_9393.proto,5.95,5.26,7.25,6.15
training_9394.proto,2.04,3.73,1.73,2.05
training_9405.proto,2.22,2.5,2.0,2.27
training_9425.proto,4.71,8.42,7.73,5.14
training_9433.proto,9.85,9.43,11.41,10.54
training_9442.proto,3.02,3.43,2.56,2.93
training_9463.proto,6.62,5.8,5.42,6.52
training_9469.proto,8.69,6.05,7.19,8.47
training_947.proto,1.96,2.14,1.79,1.96
training_9482.proto,1.49,1.53,1.47,1.4
training_9515.proto,2.35,4.38,1.85,2.3
training_9531.proto,4.08,1.6,2.32,4.03
training_9539.proto,2.98,3.14,2.69,2.98
training_9545.proto,2.61,2.13,2.22,2.59
training_9551.proto,4.29,5.54,2.56,4.24
training_9572.proto,3.29,4.57,2.26,3.58
training_9585.proto,3.04,3.81,4.14,2.91
training_9595.proto,14.54,9.22,15.32,9.86
training_9618.proto,7.53,7.1,4.27,6.02
training_9619.proto,1.71,1.61,1.79,1.84
training_9636.proto,2.39,5.56,2.27,2.43
training_9674.proto,2.87,5.15,4.21,2.9
training_9732.proto,9.19,10.37,11.05,8.85
training_9738.proto,8.53,9.05,8.88,9.64
training_9760.proto,8.17,6.41,8.75,9.39
training_9765.proto,8.47,8.34,9.83,6.2
training_9770.proto,7.41,5.83,5.37,9.39
training_9779.proto,7.35,5.97,5.48,8.68
training_978.proto,6.89,7.54,13.02,8.85
training_9783.proto,4.0,3.24,3.79,4.13
training_9816.proto,3.84,6.87,3.64,3.63
training_9830.proto,3.98,3.39,4.01,3.5
training_9865.proto,3.53,3.21,3.08,3.51
training_9872.proto,6.48,5.87,3.76,6.54
training_9874.proto,1.32,1.25,1.12,1.33
training_9902.proto,8.48,12.08,7.94,7.53
training_9905.proto,11.4,6.09,33.15,12.73
training_9910.proto,7.5,13.63,12.98,7.32
training_9937.proto,2.71,2.9,1.79,2.68
training_994.proto,116.74,6.41,18.78,55.12
training_9957.proto,1.62,1.45,1.49,1.53
training_9972.proto,22.69,13.19,19.26,30.55
valid_1137.proto,2.67,4.51,4.2,2.65
valid_114.proto,8.18,19.66,3.36,7.87
valid_1206.proto,3.67,3.21,3.16,3.72
valid_1244.proto,3.53,2.84,2.98,3.25
valid_1365.proto,14.66,15.41,23.33,15.36
valid_1436.proto,1.54,1.7,1.14,1.56
valid_1451.proto,0.88,0.72,0.7,0.91
valid_1453.proto,1.71,1.72,2.71,1.73
valid_1457.proto,5.83,4.11,3.07,4.85
valid_1507.proto,2.94,2.59,2.79,2.89
valid_1510.proto,2.26,1.9,1.86,2.26
valid_1548.proto,4.12,5.99,5.08,4.7
valid_1581.proto,17.13,23.7,6.32,14.37
valid_1629.proto,7.55,1.92,7.67,7.24
valid_1691.proto,2.34,2.37,1.99,2.35
valid_1705.proto,11.63,11.16,7.23,10.75
valid_1712.proto,3.66,3.33,3.64,2.89
valid_1719.proto,16.45,3.81,18.51,11.87
valid_174.proto,10.93,9.32,8.76,9.83
valid_1747.proto,15.85,13.67,20.8,13.27
valid_1784.proto,16.2,22.45,29.91,32.27
valid_1828.proto,33.79,15.78,180.02,20.87
valid_1857.proto,13.19,4.36,12.46,6.44
valid_1910.proto,2.16,2.56,2.07,2.14
valid_1932.proto,180.02,15.79,21.56,180.01
valid_1970.proto,3.8,3.57,6.57,3.79
valid_199.proto,6.65,5.2,5.62,5.64
valid_2016.proto,14.45,12.05,17.14,15.24
valid_2060.proto,16.17,12.61,10.57,10.9
valid_2078.proto,5.85,3.84,6.46,5.15
valid_2092.proto,7.41,3.1,6.6,5.97
valid_212.proto,5.93,4.87,5.72,6.15
valid_2162.proto,3.55,7.45,4.25,3.63
valid_2190.proto,3.6,4.34,3.48,3.59
valid_2238.proto,2.3,2.16,2.67,2.22
valid_2256.proto,61.12,20.53,31.29,15.09
valid_228.proto,4.45,2.05,3.13,4.72
valid_2342.proto,2.41,1.96,1.96,2.41
valid_2361.proto,0.32,0.32,0.31,0.28
valid_2400.proto,35.71,38.53,36.96,33.83
valid_2561.proto,14.01,11.93,10.1,11.24
valid_2576.proto,5.05,2.81,5.69,5.13
valid_2609.proto,4.98,7.73,7.26,7.14
valid_262.proto,42.97,14.19,15.64,27.7
valid_2634.proto,2.15,2.4,2.04,2.12
valid_2699.proto,5.99,10.67,5.52,6.16
valid_2833.proto,169.97,27.43,180.02,81.14
valid_2844.proto,8.53,5.17,7.33,8.64
valid_2855.proto,2.22,1.77,2.35,2.15
valid_2873.proto,3.89,3.47,3.52,3.92
valid_2877.proto,0.78,0.8,0.75,0.72
valid_2881.proto,8.2,5.79,7.15,7.89
valid_2975.proto,12.76,14.16,18.21,10.53
valid_3007.proto,3.34,2.99,2.51,3.29
valid_3023.proto,23.74,180.02,18.17,22.65
valid_3038.proto,28.76,10.61,15.56,13.11
valid_3041.proto,4.53,4.02,5.63,4.47
